gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,LDT_NAS_score,LDT_NAS_best_res,SuFEx_CTR_score,SuFEx_CTR_best_res,Traditional_Acrylamide_score,Traditional_Acrylamide_best_res,best_strategy
CACNG6,1138,0.1984710047283703,0.252100840124285,0.0083884232168274,0.3170471390453602,0.005347,8,3,LYS,Q9BXT2,-5.012,0.127,-0.0252976245627442,Non-essential,77.7,30.0,6.2,0.2545941846090466,1184,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR19,1099,0.2028064127614194,0.352941176173999,0.0081606832199905,0.1972724577527423,0.003327,27,5,LYS,Q15760,-0.619,0.383,0.0083678134006831,Non-essential,74.4,35.4,22.7,0.2544876969040828,1185,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IL10RA,805,0.231657519175931,0.2689075627992374,0.0014929622014866,0.4121553513193002,0.006951,3,1,LYS,Q13651,2.47,0.933,0.0082624563968548,Non-essential,62.0,58.1,53.6,0.2544297253599298,1186,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ZFYVE27,979,0.2146409923801178,0.2184873947743803,0.0076103115609678,0.4165431366735843,0.007025,7,4,LYS,Q5T4F4,3.855,1.0,-0.1601663823160879,Non-essential,70.1,43.1,25.3,0.2544089502296711,1187,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10S1,1140,0.1981106019344805,0.2605042014617612,0.0708714217934524,0.2421583160391342,0.004084,17,11,LYS,Q8NGN2,-9.966,0.0,,No data,84.9,15.1,3.0,0.254333904969763,1188,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ELFN1,807,0.231420901617897,0.2689075627992374,0.0755337656175865,0.3373258227097538,0.005689,26,11,LYS,P0C7U0,-0.375,0.406,-0.0439659282531197,Non-essential,61.8,58.0,43.4,0.2543325440615682,1189,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FCGR2B,1081,0.2053469396154176,0.2941176468116659,0.0022647477463229,0.2900681885561814,0.004892,3,2,LYS,P31994,2.48,0.86,-0.1834937045844191,Non-essential,78.4,36.8,21.3,0.2542244104597091,1190,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
APLP1,963,0.2158801002900164,0.252100840124285,0.0487490115451526,0.3347168692558553,0.005645,26,5,LYS,P51693,2.125,0.869,-0.1542108676992348,Non-essential,68.0,44.9,34.2,0.2542017642437517,1191,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC37A3,1303,0.181825010749512,0.2605042014617612,0.0267847540724339,0.2319596798102579,0.003912,14,3,LYS,Q8NCC5,4.237,0.999,-0.0271791244679053,Non-essential,84.4,16.8,10.1,0.2540625789822893,1192,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXNA2,1340,0.1777646041334293,0.1848739494244757,0.0694417207021983,0.2766083605099317,0.004665,103,12,LYS,O75051,2.556,0.965,-0.0582998287090552,Non-essential,84.5,12.2,5.9,0.2540184026015989,1193,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CACNG5,1055,0.2074422826267929,0.2605042014617612,0.0261394907480626,0.3179958493922324,0.005363,7,6,LYS,Q9UF02,-9.966,0.015,0.0344154832026648,Non-essential,73.1,38.2,22.2,0.2540103055466901,1194,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2A5,1428,0.1685232107571172,0.2605042014617612,0.0132785070377985,0.2011265935369107,0.003392,12,6,LYS,Q96R48,-9.966,0.0,-0.0380957737833271,Non-essential,88.4,5.8,1.3,0.2539777456552937,1195,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TM9SF2,1376,0.1743696606735719,0.3445378148365229,0.1165712478253993,0.0052772013044767,8.9e-05,36,9,TYR,Q99805,6.239,1.0,-0.1435458923232163,Non-essential,84.8,12.2,4.1,0.253850347475252,1196,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR6B3,1268,0.1852653312862243,0.2605042014617612,0.0386082555748853,0.2316039134301808,0.003906,21,12,LYS,Q8NGW1,-9.966,0.001,-0.1253226300190154,Non-essential,82.3,19.9,6.6,0.2538295127628829,1197,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC1A5,1238,0.1882703401661433,0.3613445375114751,0.040942590542464,0.1048324933293803,0.001768,24,11,LYS,Q15758,6.139,0.999,-0.2335650604522561,Non-essential,78.3,24.2,17.6,0.2537143590969773,1198,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OPRD1,1257,0.1865153337352608,0.2689075627992374,0.038804365016606,0.2243699970352801,0.003784,15,9,LYS,P41143,-4.608,0.048,0.0778346979010617,Non-essential,80.0,21.2,18.3,0.2537112374927046,1199,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6B2,1342,0.1774307996943751,0.2605042014617612,0.0446307132690178,0.1994663504298843,0.003364,16,10,LYS,Q6IFH4,-9.966,0.0,-0.035209669757488,Non-essential,85.0,13.5,3.8,0.2537007364363419,1200,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TRAT1,702,0.2396780041065266,0.302521008149142,0.0025620749644156,0.3930032611918173,0.006628,1,1,LYS,Q6PIZ9,-1.552,0.247,0.1365493137254007,Non-essential,63.8,66.1,25.8,0.2536736868912579,1201,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CDH18,1216,0.1914255569778264,0.2268907561118565,0.0208888185987664,0.3146753631781796,0.005307,26,7,LYS,Q13634,-6.506,0.133,-0.0002468097718602,Non-essential,77.6,24.7,18.1,0.2536028100833862,1202,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OSTM1,1033,0.210004890566448,0.252100840124285,0.0292835679266171,0.3345982804624962,0.005643,14,11,LYS,Q86WC4,3.687,1.0,0.0449851706210584,Non-essential,73.9,40.7,21.3,0.2535057561407781,1203,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ATRAID,1325,0.180210008754781,0.3193277308240944,0.000841372766092,0.1740883486510524,0.002936,2,1,LYS,Q6UW56,7.192,1.0,0.0196393815039936,Non-essential,87.0,17.0,2.6,0.2534971361427191,1204,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ANTXRL,897,0.2220608022388133,0.2436974787868088,0.0438526016131583,0.3714201008004743,0.006264,15,4,LYS,A6NF34,-9.966,0.02,-0.2091964509401215,Non-essential,63.1,50.7,43.4,0.2534122931787912,1205,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CDH17,1402,0.1710814173309825,0.2689075627992374,0.02334967578681,0.1883782982508152,0.003177,21,8,LYS,Q12864,-3.626,0.167,-0.0050938912572848,Non-essential,86.7,8.7,6.1,0.2533496404891394,1206,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LY9,956,0.2164201358392702,0.3277310921615705,0.0142210975802625,0.2702045656685443,0.004557,20,8,LYS,Q9HBG7,-0.357,0.436,-0.035440621622596,Non-essential,66.1,47.5,35.1,0.2533122980687514,1207,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ASTN2,844,0.2267991507293731,0.2773109241367135,0.0256207496441562,0.3606285206048027,0.006082,58,5,LYS,O75129,1.705,0.884,0.0603961209971662,Non-essential,64.2,55.4,38.2,0.2532211410100894,1208,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLDN16,1212,0.191590461125421,0.3445378148365229,0.0154799936738889,0.163771123628817,0.002762,10,4,LYS,Q9Y5I7,-2.178,0.248,0.0453996609795252,Non-essential,77.0,27.2,17.9,0.2532010145184595,1209,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ABCG2,1338,0.1780740032824891,0.252100840124285,0.0489071643207338,0.2085383931218499,0.003517,34,8,LYS,Q9UNQ0,0.3,0.566,0.0752854421955809,Non-essential,85.2,14.4,9.6,0.2531966834041457,1210,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DPP6,1333,0.1791602000200105,0.201680672099428,0.0281448679424323,0.3001482359916987,0.005062,41,10,LYS,P42658,-3.626,0.202,0.0901963772500864,Non-essential,86.7,14.5,11.8,0.2531615112183326,1211,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DSCAML1,1124,0.1996847778637079,0.2268907561118565,0.0315799462280563,0.3315149718351615,0.005591,71,11,LYS,Q8TD84,-2.826,0.227,0.0019954926453853,Non-essential,69.4,32.1,24.3,0.2530854941549542,1212,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HLA-DPA1,1431,0.1682757466134147,0.4117647055363322,0.0088755337656175,0.0030240142306552,5.1e-05,8,1,SER,P20036,7.189,1.0,0.0744793510096889,Non-essential,90.1,9.2,1.9,0.2528925339367844,1213,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CTNS,1399,0.1714965761050904,0.252100840124285,0.0595350308397912,0.1759857693447969,0.002968,13,8,LYS,O60931,2.996,0.999,0.0192812256799137,Non-essential,89.4,9.3,5.7,0.2528154940896467,1214,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HLA-DQB1,1343,0.1772558162665285,0.4369747895487607,0.0067373082397596,0.0014823599169878,2.5e-05,6,1,SER,P01920,5.769,0.988,0.2461916692739129,Non-essential,86.9,17.2,3.4,0.2527960933812531,1215,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPRC5C,1037,0.2094080482860976,0.3445378148365229,0.0169413253202593,0.221701749184702,0.003739,15,5,LYS,Q9NQ84,5.506,0.992,0.0596860231742932,Non-essential,70.8,42.6,34.2,0.2526490038190233,1216,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMPRSS11B,1438,0.1676735785568525,0.2184873947743803,0.0244883757709947,0.2431070263860065,0.0041,19,7,LYS,Q86T26,-9.966,0.045,0.0442612126705895,Non-essential,91.5,5.8,3.1,0.2525694387102834,1217,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HRH4,1202,0.1931026941550378,0.2605042014617612,0.0323580578839158,0.2639786540171954,0.004452,18,11,LYS,Q9H3N8,-5.574,0.0,0.0311089213885006,Non-essential,76.3,27.7,19.5,0.2525606484868942,1218,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GJB7,1306,0.1813339306244453,0.2857142854741897,0.0292456112604776,0.1942484435220871,0.003276,14,6,LYS,Q6PEY0,-5.012,0.16,0.0289396463336005,Non-essential,83.3,18.4,4.9,0.2524735136116076,1219,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HEPHL1,1409,0.170330768695097,0.2773109241367135,0.0844725604934366,0.1135487696412688,0.001915,46,5,LYS,Q6MZM0,-5.012,0.102,0.0527575389069415,Non-essential,89.5,9.2,6.1,0.252364155981526,1220,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FAM171B,718,0.2385057890534913,0.2689075627992374,0.0670124940692709,0.3694633857100504,0.006231,18,11,LYS,Q6P995,0.368,0.58,-0.1020535940767628,Non-essential,56.9,66.0,56.1,0.2522366169245634,1221,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GGT1,1500,0.1607525670128008,0.3865546215239037,0.0168780642100268,0.0035576638007708,6e-05,25,6,SER,P19440,3.997,0.977,-0.2161582286846297,Non-essential,94.8,3.2,0.7,0.2522030495360657,1222,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLEC4M,836,0.2279083764871234,0.252100840124285,0.0131836153724497,0.4103765194189149,0.006921,21,7,LYS,Q9H2X3,-6.506,0.02,0.109000743127588,Non-essential,70.4,57.4,16.8,0.2517253277413409,1223,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OPN3,1236,0.1883685815927812,0.3781512601864275,0.0361157678317254,0.0875778238956418,0.001477,11,10,LYS,Q9H1Y3,3.454,0.99,0.0022395744860967,Non-essential,79.8,26.6,24.9,0.2516763389970914,1224,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CEACAM1,1295,0.182567738181497,0.3949579828613799,0.0021382255258579,0.0798102579306255,0.001346,10,2,CYS,P13688,2.795,0.824,0.0788112958456167,Non-essential,81.5,22.1,17.5,0.2516224148656038,1225,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
TAS2R16,1345,0.176818654208263,0.2605042014617612,0.0229637830143919,0.2190927957308034,0.003695,19,4,LYS,Q9NYV7,-9.966,0.0,0.0749769619545164,Non-essential,82.5,15.1,0.3,0.2515906151979152,1226,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IZUMO1,1219,0.1907414959570804,0.252100840124285,0.0027834888502293,0.2968870441743255,0.005007,16,2,LYS,Q8IYV9,-3.458,0.029,-0.091177838939164,Non-essential,81.1,26.6,18.3,0.2515529272996384,1227,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLDN20,1281,0.1842580521793031,0.2605042014617612,0.0024608571880436,0.2643937147939519,0.004459,5,6,LYS,P56880,-3.816,0.028,0.0700990088425272,Non-essential,82.2,21.5,12.8,0.2513901135071153,1228,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADRA2C,1061,0.2068994391490234,0.201680672099428,0.0483884232168274,0.3723688111473465,0.00628,16,3,LYS,P18825,0.374,0.566,0.0185321526112882,Non-essential,72.8,39.4,24.9,0.2513775438258432,1229,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHA11,1157,0.1967369713648486,0.3193277308240944,0.0110453898465918,0.2189742069374444,0.003693,16,3,LYS,Q9Y5I1,-2.297,0.265,-0.0328411453212632,Non-essential,73.5,33.0,29.4,0.251269604984442,1230,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6A2,1364,0.175162101176374,0.2605042014617612,0.0431757077336707,0.1933590275718944,0.003261,13,12,LYS,O95222,-9.966,0.0,-0.0417070423596597,Non-essential,83.9,14.1,7.6,0.2512101543380077,1231,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC52A1,1359,0.1756306979007929,0.352941176173999,0.078677842796141,0.0361695819745034,0.00061,14,5,CYS,Q9NWF4,-1.51,0.3,-0.0794764449060678,Non-essential,83.8,16.1,12.1,0.2511412678535607,1232,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR1M1,1453,0.1661534656972346,0.2605042014617612,0.0407781116558595,0.165727838719241,0.002795,13,6,LYS,Q8NGA1,-9.966,0.0,-0.0284223387640728,Non-essential,89.2,6.7,2.2,0.2511029581053915,1233,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR4K1,1568,0.1545053452606842,0.2605042014617612,0.061186145816859,0.1064927364364067,0.001796,21,10,LYS,Q8NGD4,-9.966,0.0,-0.3664421496875049,Context-dependent,83.9,17.0,1.3,0.2510961910749328,1234,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LILRB2,1201,0.193166075620443,0.3193277308240944,0.0154483631187727,0.2026682478505781,0.003418,23,3,LYS,Q8N423,1.534,0.829,-0.0840165116856904,Non-essential,75.9,30.3,25.6,0.2509938585307707,1235,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LYPD6B,1209,0.1922096386526094,0.4789915962361415,0.0020433338605092,0.0,0.0,5,0,,Q8NI32,1.727,0.632,-0.0816697064792371,Non-essential,80.1,32.2,7.7,0.2509578921477768,1236,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
OR6T1,1204,0.1927954735969962,0.2605042014617612,0.0675628657282935,0.2277497776460124,0.003841,11,14,LYS,Q8NGN1,-9.966,0.001,0.0439426580767309,Non-essential,76.4,29.1,8.4,0.2509046313551929,1237,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
HLA-DRB5,1352,0.1763929480391116,0.4369747895487607,0.002853076071485,0.0024903646605395,4.2e-05,4,1,SER,Q30154,5.092,0.985,0.1537604194488354,Non-essential,86.8,18.4,4.9,0.2508770365250723,1238,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR83,1164,0.1959238693637076,0.252100840124285,0.0943539459117507,0.2225911651348947,0.003754,19,12,LYS,Q9NYM4,-4.293,0.065,0.0982175270231465,Non-essential,76.0,31.7,25.1,0.2507715718051611,1239,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LILRA2,1394,0.1722222440072987,0.2773109241367135,0.0115008698402656,0.1928253780017788,0.003252,12,3,LYS,Q8N149,0.346,0.58,0.1727999784256806,Non-essential,86.1,12.4,9.9,0.2507403854083608,1240,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LGR5,1270,0.1851216854786105,0.2352941174493327,0.0391902577890242,0.2641565372072338,0.004455,37,6,LYS,O75473,-1.884,0.326,-0.0315597254805978,Non-essential,80.2,22.5,17.4,0.2506896398563309,1241,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
QRFPR,1256,0.1865275713270443,0.2773109241367135,0.0690874584848964,0.1829232137563,0.003085,18,8,LYS,Q96P65,-4.035,0.155,-0.0193902667175017,Non-essential,78.8,24.4,18.3,0.2506614915081488,1242,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GRPR,1244,0.1872387304846738,0.2773109241367135,0.1142685434129369,0.140112659353691,0.002363,17,19,LYS,P30550,-3.626,0.118,0.0305993058773919,Non-essential,78.5,25.0,20.8,0.2506541241395067,1243,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR51G1,1233,0.1885468578088855,0.2605042014617612,0.0449217143760873,0.2362288763711829,0.003984,19,7,LYS,Q8NGK1,-9.966,0.0,,No data,87.7,10.9,2.8,0.250564118198434,1244,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ERVV-2,418,0.2606067489943369,0.2605042014617612,0.0613442985924403,0.4600059294396679,0.007758,25,5,LYS,B6SEH9,-9.966,0.029,-0.0099840911440818,Non-essential,46.1,86.0,60.0,0.2505140275196434,1245,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR171,1459,0.1655607376908276,0.3109243694866181,0.0382223628024671,0.0990809368514675,0.001671,18,13,LYS,O14626,-0.302,0.453,-0.0417432172881351,Non-essential,87.7,7.8,1.3,0.2503493542338,1246,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DSCAM,1178,0.1951028517920469,0.2605042014617612,0.0256840107543887,0.2773198932700859,0.004677,65,3,LYS,O60469,-6.506,0.083,0.0276313289826745,Non-essential,69.6,31.7,22.4,0.2502274465177351,1247,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHGB7,1195,0.1939210834332927,0.1932773107619518,0.0093942748695239,0.3793062555588496,0.006397,13,4,LYS,Q9Y5F8,0.476,0.592,0.081893147046225,Non-essential,75.1,29.6,26.4,0.2502221913737765,1248,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
BTN3A1,1473,0.1638105688141617,0.2941176468116659,0.0032705993990194,0.150607767565965,0.00254,20,1,LYS,O00481,3.808,0.998,0.0635384984729063,Non-essential,89.6,6.2,0.2,0.2502107681253291,1249,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ACE2,1451,0.1662090079852741,0.2689075627992374,0.0804554799936738,0.1150311295582567,0.00194,26,10,LYS,Q9BYF1,-0.969,0.386,0.217765996171996,Non-essential,90.7,7.8,4.8,0.2501892993677157,1250,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR4K13,1388,0.1728440589923915,0.2605042014617612,0.0415562233117191,0.1872517047139045,0.003158,10,13,LYS,Q8NH42,-9.966,0.0,-0.1220874275821768,Non-essential,84.2,13.2,2.6,0.2501784525180223,1251,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OMG,991,0.2140443968322696,0.2268907561118565,0.0415562233117191,0.3694040913133709,0.00623,13,5,LYS,P23515,-2.114,0.206,-0.032961205528588,Non-essential,67.0,47.0,38.0,0.2501518432954223,1252,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHRNB2,1273,0.1849654239686165,0.2689075627992374,0.0176878064210026,0.2403201897420693,0.004053,23,3,LYS,P17787,-4.035,0.119,-0.0342322082991363,Non-essential,80.3,23.5,14.5,0.2501196460205011,1253,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SDK1,1220,0.1904911317647313,0.2773109241367135,0.0885845326585481,0.1766380077082715,0.002979,83,11,LYS,Q7Z5N4,1.379,0.768,0.0762997305921013,Non-essential,72.2,28.3,15.8,0.2500644585395546,1254,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SIRPG,1350,0.1765093527956232,0.4369747895487607,0.0057314565870631,0.0,0.0,9,0,,Q9P1W8,0.19,0.537,0.0408449263504158,Non-essential,85.5,19.4,11.9,0.2499740404888319,1255,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
SLC7A3,1370,0.1748613986899925,0.2436974787868088,0.0239063735568559,0.2340349836940408,0.003947,28,3,LYS,Q8WY07,-5.574,0.128,-0.0031605833115027,Non-essential,83.7,14.9,6.6,0.2498794568881072,1256,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RHAG,1501,0.160556987792754,0.252100840124285,0.0084833148821761,0.1905721909279572,0.003214,18,5,LYS,Q02094,-9.966,0.005,0.0199787406897286,Non-essential,95.6,3.2,1.7,0.249799170496033,1257,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLD5,1286,0.1838594374191106,0.2268907561118565,0.0476103115609679,0.2627334716869255,0.004431,15,10,LYS,Q8N7P1,-4.293,0.118,0.0604252049675949,Non-essential,83.1,22.2,13.8,0.2497977104511231,1258,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
DSG4,992,0.2140041276531085,0.2605042014617612,0.0456998260319468,0.3203083308627334,0.005402,23,12,LYS,Q86SJ6,-9.966,0.012,-0.0164896522907858,Non-essential,65.0,47.9,38.4,0.2497785097352864,1259,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD200,1356,0.1758601296681615,0.2605042014617612,0.0034034477305076,0.2354580492143492,0.003971,6,2,LYS,P41217,2.787,0.94,0.0788575073635908,Non-essential,86.6,16.2,3.6,0.2496918447478306,1260,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ALPP,1461,0.1652940705802664,0.403361344198856,0.0080657915546417,0.0050993181144381,8.6e-05,17,3,SER,P05187,-6.506,0.121,0.137728028799116,Non-essential,93.4,9.9,6.7,0.2495677478868695,1261,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TAAR9,1484,0.1628703395481009,0.2605042014617612,0.0935758342558912,0.1019863622887637,0.00172,11,19,LYS,Q96RI9,-9.966,0.0,0.0700831270862996,Non-essential,90.4,5.5,3.7,0.2495670196477801,1262,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2M7,1415,0.1696944501708332,0.2605042014617612,0.0723264273287996,0.1459828046249629,0.002462,13,13,LYS,Q8NG81,-9.966,0.0,-0.1563897265829455,Non-essential,85.3,11.2,3.5,0.249553778500057,1263,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHRNA10,1322,0.1804035044860772,0.252100840124285,0.0225778902419737,0.2426326712125704,0.004092,18,2,LYS,Q9GZZ6,-1.248,0.099,-0.0373427552744666,Non-essential,82.2,20.2,10.9,0.2493379344071358,1264,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLDN10,1264,0.1858310157195517,0.3193277308240944,0.0029163371817175,0.1907500741179958,0.003217,9,3,LYS,P78369,-0.02,0.5,0.026656430134445,Non-essential,80.1,25.9,15.8,0.2492813086133613,1265,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SGCE,1111,0.2009759351099384,0.201680672099428,0.0084833148821761,0.3925289060183812,0.00662,15,4,LYS,O43556,4.021,0.97,-0.2480950590581837,Non-essential,74.2,36.6,21.7,0.2492412904599391,1266,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC5A9,1357,0.1758441345321637,0.2268907561118565,0.0384437766882808,0.2451823302697894,0.004135,29,14,LYS,Q2M3M2,-2.826,0.179,-0.0821687210588732,Non-essential,82.9,16.2,11.0,0.2491182913786673,1267,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CACNG4,955,0.2166514880602936,0.4957983189110939,0.0144425114660762,0.0466646901867773,0.000787,11,5,TYR,Q9UBN1,0.614,0.55,-0.0102724696128372,Non-essential,66.2,54.7,33.6,0.2491062120320962,1268,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
MANSC1,747,0.2362839800410582,0.2941176468116659,0.0142527281353787,0.3812036762525941,0.006429,7,3,LYS,Q9H8J5,4.19,0.988,-0.0304708321353979,Non-essential,56.6,67.7,59.4,0.2491052774810762,1269,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10A6,1312,0.1810106225135653,0.2605042014617612,0.0461869365807369,0.2098428698487992,0.003539,15,8,LYS,Q8NH74,-9.966,0.0,,No data,86.5,6.1,1.9,0.2490839221190004,1270,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM11,1292,0.1830704618904874,0.2352941174493327,0.0774758817017238,0.2190335013341239,0.003694,40,14,LYS,O75078,-2.114,0.148,-0.2849294045800015,Non-essential,79.8,22.4,14.4,0.2490802868662283,1271,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TNFSF15,1262,0.186068690912675,0.4621848735611892,0.0011956349833939,0.0027868366439371,4.7e-05,6,3,SER,O95150,-0.347,0.439,0.0410882425233794,Non-essential,81.1,28.7,16.3,0.2490603236532489,1272,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
