gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
LRRN3,1156,0.1968603157695242,0.2268907561118565,0.011077020401708,0.3426030240142306,0.005778,32,9,LYS,Q9H3W5,-1.831,0.242,0.008478633337891,Non-essential,83.1,21.3,11.6,0.2615317757431344,1106
GNRHR2,907,0.2213109192374727,0.2268907561118565,0.0251020085402498,0.4100800474355173,0.006916,13,4,LYS,Q96P88,0.455,0.673,,No data,75.7,26.7,9.6,0.26150727863309153,1107
GPR35,1207,0.1922649889613252,0.2268907561118565,0.0945437292424482,0.2438185591461606,0.004112,17,14,LYS,Q9HC97,0.605,0.673,-0.0307308829335513,Non-essential,84.4,17.5,5.5,0.26150233673630197,1108
P2RY6,1317,0.1806951545535867,0.3949579828613799,0.0338446939743792,0.0418618440557367,0.000706,13,10,LYS,Q15077,1.465,0.788,-0.18484230983638894,Non-essential,85.9,10.7,4.9,0.26146192850901195,1109
IGSF3,1282,0.1841657758526356,0.453781512223713,0.0088439032105013,0.0,0.0,49,0,,O75054,3.011,0.944,-0.195524955752106,Non-essential,81.5,14.6,8.0,0.26143450508092486,1110
TECTB,935,0.2184333892643847,0.2605042014617612,0.0197880752807211,0.3609842869848799,0.006088,11,7,LYS,Q96PL2,-9.966,0.011,0.016574069734090202,Non-essential,67.9,40.1,27.7,0.2612695610780167,1111
FCRL6,1035,0.2096164201787171,0.2689075627992374,0.0095524276451051,0.3306255558849688,0.005576,11,3,LYS,Q6DN72,-1.43,0.222,-0.0478092365608605,Non-essential,76.2,32.9,28.3,0.2612621428622516,1112
TNFRSF9,1137,0.1984844390621443,0.4957983189110939,0.0005503716590226,0.0,0.0,1,0,,Q07011,-1.133,0.301,-0.0617865468836826,Non-essential,82.0,27.8,9.0,0.26086700453363854,1113
TM4SF4,1094,0.2033533294496159,0.2689075627992374,0.0322568401075438,0.2870441743255262,0.004841,6,9,LYS,P48230,-3.171,0.248,-0.11180716087304671,Non-essential,76.7,28.2,13.4,0.2607429005880006,1114
ADRA1D,782,0.233519663175917,0.2436974787868088,0.0817523327534398,0.3717165727838719,0.006269,19,13,LYS,P25100,-3.308,0.082,0.0078142382881879,Non-essential,64.8,53.0,41.4,0.260661343959711,1115
GPR132,1163,0.1961471553814405,0.3193277308240944,0.0371848805946544,0.1908686629113548,0.003219,17,11,LYS,Q9UNW8,0.633,0.65,-0.08326962025291004,Non-essential,79.5,23.2,16.6,0.26057809166493534,1116
TNFRSF19,625,0.2441070863691476,0.3277310921615705,0.003694448837577,0.3730210495108211,0.006291,6,4,LYS,Q9NS68,1.956,0.796,0.09074542261172874,Non-essential,60.3,63.4,53.7,0.2604847568436492,1117
CD300LG,776,0.234076041315646,0.201680672099428,0.0205661869365807,0.4907797213163355,0.008277,5,6,LYS,Q6UXG3,-3.458,0.132,-0.12059827786909535,Non-essential,68.7,53.0,35.5,0.2604247122980288,1118
CLSTN2,1149,0.1972929504479231,0.2184873947743803,0.0669492329590384,0.2993774088348651,0.005049,33,19,LYS,Q9H4D0,-0.834,0.384,0.036491011271266055,Non-essential,78.9,22.8,17.9,0.260252248619509,1119
GNRHR,1213,0.1915697270378272,0.2605042014617612,0.0273667562865728,0.2638600652238363,0.00445,12,8,LYS,P30968,-4.608,0.006,0.065790573427266,Non-essential,84.2,18.9,6.7,0.2600831758892187,1120
EVI2B,288,0.2750601935294136,0.352941176173999,0.0045358216036691,0.4417432552623777,0.00745,4,1,LYS,P34910,2.854,0.93,0.023457517326228798,Non-essential,50.9,90.2,64.5,0.2598991808774113,1121
IL23R,869,0.2247014317733833,0.2689075627992374,0.0211165585956033,0.3693447969166913,0.006229,14,2,LYS,Q5VWK5,-5.574,0.004,0.04496934260029775,Non-essential,68.2,46.9,37.0,0.25983298585780673,1122
LY6D,1069,0.2063268785059614,0.2436974787868088,0.0105582792978016,0.3522680106729913,0.005941,6,5,LYS,Q14210,-1.595,0.385,0.0877234082315548,Non-essential,79.3,31.2,3.9,0.2598006900680813,1123
LPAR4,1210,0.1921009515674586,0.2605042014617612,0.0447319310453898,0.2482656388971242,0.004187,11,12,LYS,Q99677,-2.932,0.083,0.09279979722010046,Non-essential,82.6,19.7,15.7,0.2597258629972449,1124
KREMEN2,1040,0.2091788251288315,0.3781512601864275,0.0731678000948916,0.1198932700859768,0.002022,21,7,CYS,Q8NCW0,-0.997,0.363,-0.1442185562083103,Non-essential,76.8,35.9,25.8,0.25971820861046674,1125
GRM2,1297,0.1825121171355141,0.252100840124285,0.0205345563814644,0.2517047139045359,0.004245,35,5,LYS,Q14416,-2.466,0.074,-0.06937039003282561,Non-essential,85.7,11.7,6.4,0.2595951116149998,1126
PRLR,687,0.2405541829076767,0.3109243694866181,0.0822710738573462,0.3050103765194188,0.005144,21,6,LYS,P16471,-1.041,0.381,-0.0032374466288591502,Non-essential,61.0,61.3,45.5,0.25934389191450763,1127
PTAFR,1329,0.1794752172596278,0.403361344198856,0.0344646528546575,0.025970945745627,0.000438,14,9,TYR,P25105,2.131,0.866,0.02776790369264415,Non-essential,86.5,12.0,5.6,0.25928537011967073,1128
EBP,1413,0.1698488598299899,0.3697478988489514,0.0342685434129369,0.038897124221761,0.000656,8,5,TYR,Q15125,5.983,1.0,0.08260206293581955,Non-essential,95.6,3.5,0.9,0.25920318150580746,1129
MS4A15,943,0.2177196496047907,0.5378151255984748,0.0082302704412462,0.0004150607767565,7e-06,5,2,SER,Q8N5U1,-4.293,0.165,-0.15856185412376234,Non-essential,68.3,46.2,38.3,0.2591966267639669,1130
HLA-DOA,1369,0.1749947163996808,0.403361344198856,0.0093310137592914,0.0361695819745034,0.00061,8,4,TYR,P06340,2.824,0.914,0.08243281425166779,Non-essential,89.4,8.4,0.4,0.25915161940304826,1131
SLC22A6,1293,0.1828552264632398,0.2605042014617612,0.0873193104538984,0.1748591758078861,0.002949,20,12,LYS,Q4U2R8,-9.966,0.089,-0.01770173773927365,Non-essential,83.0,12.8,7.6,0.25892109207706254,1132
CXCR1,1176,0.1953170848487633,0.252100840124285,0.0894259054246402,0.2254965905721909,0.003803,14,10,LYS,P25024,-3.308,0.094,0.01984661782996195,Non-essential,78.1,23.1,10.0,0.25886591804270753,1133
SLCO1B1,1196,0.1939166845943204,0.2605042014617612,0.1050387474300174,0.1940112659353691,0.003272,32,23,LYS,Q9Y6L6,-9.966,0.046,0.0792239173615512,Non-essential,80.3,22.1,13.9,0.25883897385296306,1134
MAS1L,874,0.22390268997264,0.2605042014617612,0.0995666613949074,0.2994367032315446,0.00505,17,13,LYS,P35410,-9.966,0.001,0.0950555702365275,Non-essential,66.9,47.1,27.0,0.2588273116682294,1135
EVA1C,902,0.2217159278676384,0.201680672099428,0.0448268227107385,0.4253187073821523,0.007173,16,11,LYS,P58658,4.009,0.981,-0.07394468772828544,Non-essential,70.2,44.4,26.5,0.25872461775802247,1136
CHRNA3,1168,0.1958103064330759,0.2605042014617612,0.0104317570773367,0.2949303290839015,0.004974,24,3,LYS,P32297,-2.635,0.131,0.0848811783549146,Non-essential,81.1,23.8,16.4,0.25871699205192594,1137
SLC8B1,1217,0.1910166869919995,0.2436974787868088,0.1283947493278507,0.1833975689297361,0.003093,24,7,LYS,Q6J4K2,4.01,1.0,-0.07309039923369645,Non-essential,80.7,19.7,12.2,0.2585421971397798,1138
ADORA2B,1323,0.1803729665529449,0.3109243694866181,0.0275312351731772,0.159146160687815,0.002684,14,4,LYS,P29275,1.078,0.68,0.02228054769906235,Non-essential,88.1,12.0,7.8,0.2584928782855644,1139
ABCB5,1330,0.1793380900965834,0.2605042014617612,0.0759512889451209,0.174503409427809,0.002943,74,13,LYS,Q2M3G0,-5.574,0.044,-0.0126907894720595,Non-essential,85.0,10.4,6.4,0.2583901451048489,1140
TSPAN33,1353,0.1762182040463516,0.3613445375114751,0.0234192630080657,0.0821820337978061,0.001386,9,2,CYS,Q86UF1,3.836,0.996,-0.06468555719792266,Non-essential,89.2,9.5,4.6,0.25837091233048426,1141
OR52I1,1274,0.1849306835765723,0.2605042014617612,0.0569413253202593,0.2121553513193003,0.003578,11,11,LYS,Q8NGK6,-9.966,0.001,0.1366519673442651,Non-essential,85.5,15.1,4.0,0.2583506396715063,1142
SLC26A8,958,0.216292022251434,0.2605042014617612,0.0251020085402498,0.348532463682182,0.005878,39,6,LYS,Q96RN1,-3.626,0.022,-0.14968483724599208,Non-essential,68.6,41.3,32.9,0.2582850885672244,1143
PTPRB,1318,0.1806875974212692,0.201680672099428,0.0350150245136802,0.2983694040913133,0.005032,55,5,LYS,P23467,1.576,0.828,-0.0033189008386226,Non-essential,80.3,10.7,4.6,0.2582343423860482,1144
FCGR3A,1232,0.1886667789933982,0.4705882348986654,0.0009046338763245,0.0005336495701156,9e-06,5,1,SER,P08637,4.553,0.985,0.1132537231337794,Non-essential,85.7,22.0,7.5,0.2580654530761429,1145
LAMP5,1288,0.1834494446376185,0.4285714282112846,0.0036628182824608,0.0364067595612214,0.000614,7,7,LYS,Q9UJQ1,0.934,0.622,0.1428500222421189,Non-essential,86.5,17.1,5.4,0.25791739433487015,1146
ZP3,1142,0.1977827849703095,0.453781512223713,0.0078064210026885,0.0464275126000592,0.000783,12,1,LYS,P21754,3.3,0.966,-0.1259626612245739,Non-essential,77.7,29.5,18.9,0.25788201267898647,1147
DSC2,1145,0.1975629093321866,0.4789915962361415,0.0083251621065949,0.0115624073525051,0.000195,17,4,TYR,Q02487,3.131,0.866,0.12050968499635459,Non-essential,76.8,29.9,19.6,0.25771895104742454,1148
LRRC37A2,694,0.2398858158647223,0.3445378148365229,0.0638051557804839,0.2764304773198933,0.004662,35,11,LYS,A6NM11,-5.012,0.115,-0.4100709144686167,Context-dependent,42.1,83.1,77.7,0.2575471434678773,1149
RNF149,1021,0.2112915153449941,0.2773109241367135,0.0071927882334334,0.3273643640675955,0.005521,10,2,LYS,Q8NC42,4.997,1.0,-0.0386850418319235,Non-essential,74.3,38.2,22.8,0.2574981115231069,1150
PCDHGA2,1088,0.2042198687208236,0.2184873947743803,0.0073825715641309,0.3820337978061073,0.006443,21,1,LYS,Q9Y5H1,-1.086,0.304,0.03267268761028565,Non-essential,74.9,31.4,24.7,0.2574246805135927,1151
TMEM26,1189,0.1942823438403402,0.3109243694866181,0.0253930096473193,0.2076489771716572,0.003502,13,5,LYS,Q6ZUK4,-1.181,0.266,-0.00437542211763505,Non-essential,77.5,24.7,17.9,0.25738402602506044,1152
TMIGD1,1298,0.1823606121677574,0.2605042014617612,0.0058010438083188,0.2547287281351912,0.004296,4,2,LYS,Q6UXZ0,-9.966,0.019,-0.11756126741090844,Non-essential,87.8,14.1,1.9,0.2572089134974939,1153
SEMA4C,1198,0.1936348359528671,0.252100840124285,0.0574916969792819,0.251823302697895,0.004247,26,18,LYS,Q9C0C4,4.195,0.999,-0.0844914060691469,Non-essential,81.7,23.4,17.4,0.25716404396279396,1154
OR2A2,1367,0.175116509289963,0.2605042014617612,0.0350782856239127,0.2013044767269493,0.003395,16,8,LYS,Q6IF42,-9.966,0.0,-0.0077550907083302496,Non-essential,87.1,8.2,2.2,0.2570721610993319,1155
SLC6A4,1290,0.1833038755528229,0.2436974787868088,0.0842448204965997,0.2018381262970649,0.003404,20,15,LYS,P31645,-3.816,0.111,-0.021522901648490897,Non-essential,84.7,14.8,13.7,0.2570148542737992,1156
OR2T7,1177,0.1952522944898922,0.2605042014617612,0.0150941009014708,0.288407945449155,0.004864,16,7,LYS,P0C7T2,-9.966,0.0,,No data,84.2,10.1,2.3,0.25695198209927284,1157
PLXNB1,1152,0.1971162049485092,0.1848739494244757,0.2192123991776055,0.1913430180847909,0.003227,94,20,LYS,O43157,5.254,0.997,-0.02016460903704495,Non-essential,75.2,25.4,17.4,0.25694473661416556,1158
FFAR2,1309,0.1811790028918451,0.2689075627992374,0.0122410248299857,0.2331455677438481,0.003932,16,5,LYS,O15552,-1.51,0.274,-0.20398603747351116,Non-essential,88.1,13.6,7.3,0.25686429512319153,1159
SEMA6B,1034,0.2099486903973096,0.2184873947743803,0.0879076387790605,0.320604802846131,0.005407,32,6,LYS,Q9H3T3,1.949,0.926,-0.2039818623399653,Non-essential,73.8,36.8,31.8,0.256798698577331,1160
KCNJ12,1160,0.1962181075170521,0.2352941174493327,0.0075154198956191,0.3328194485621108,0.005613,17,4,LYS,Q14500,-1.552,0.245,0.2692695090658299,Non-essential,80.7,25.9,19.9,0.2565366582216989,1161
PCDHGB6,1115,0.2004980797555174,0.2184873947743803,0.0110453898465918,0.365965016305959,0.006172,11,4,LYS,Q9Y5F9,-0.512,0.372,0.00934031977434595,Non-essential,75.1,29.2,26.8,0.2565231897091708,1162
LRRC4C,1092,0.2035603542026542,0.2352941174493327,0.0647793768780642,0.3000296471983397,0.00506,17,5,LYS,Q9HCJ2,-1.831,0.273,0.08370547383291374,Non-essential,75.8,32.2,27.0,0.2563551971263674,1163
NIPAL4,1135,0.1986379866308364,0.2436974787868088,0.0713205756761031,0.2658760747109398,0.004484,12,15,LYS,Q0D2K0,-2.388,0.252,0.1248237895281804,Non-essential,79.3,28.5,14.4,0.25609328017214383,1164
BMPR2,717,0.2385529241594161,0.2773109241367135,0.1487015657124782,0.2767269493032908,0.004667,21,14,LYS,Q13873,3.293,0.993,-0.0277048089311172,Non-essential,57.4,62.4,57.0,0.25601595220179196,1165
ERMP1,1390,0.172569513594856,0.352941176173999,0.0978839158627234,0.0067595612214645,0.000114,36,11,CYS,Q7Z2K6,3.574,0.997,0.03125218560683345,Non-essential,88.9,8.8,7.3,0.2558902809319466,1166
MFSD2A,1247,0.1870633958360521,0.2941176468116659,0.2204776213822552,0.0109101689890305,0.000184,24,19,LYS,Q8NA29,2.714,0.859,-0.058746643419375896,Non-essential,80.6,19.9,12.0,0.2558881239769045,1167
LRP4,1193,0.1939257540240877,0.2268907561118565,0.0625462596868575,0.2813519122442929,0.004745,71,4,LYS,O75096,1.585,0.781,-0.17077383197905088,Non-essential,77.1,24.6,13.6,0.2557863076219374,1168
TPO,1235,0.1883732105676601,0.2100840334369042,0.0466424165744108,0.3011562407352505,0.005079,46,5,LYS,P07202,-3.308,0.138,-0.009417635677740701,Non-essential,83.5,20.0,8.9,0.2554790760303318,1169
PTPRD,1331,0.1792894256994051,0.2184873947743803,0.0329084295429384,0.273406463089238,0.004611,89,2,LYS,P23468,0.178,0.526,0.09795107968253375,Non-essential,82.8,12.7,6.5,0.25534931132907723,1170
OR6Y1,1337,0.1781845191564831,0.2605042014617612,0.0259750118614581,0.2206344500444707,0.003721,16,7,LYS,Q8NGX8,-9.966,0.0,0.00658488679400535,Non-essential,86.2,12.6,7.4,0.2552288359880986,1171
LRP6,1234,0.1883773215969403,0.2605042014617612,0.0638051557804839,0.2167803142603024,0.003656,54,8,LYS,O75581,2.444,0.978,-0.0012858942409414002,Non-essential,79.2,21.1,17.0,0.255222838021813,1172
CCR7,1200,0.193508467287603,0.2773109241367135,0.0589150719595128,0.2163652534835457,0.003649,14,16,LYS,P32248,0.215,0.541,-0.055963978202195855,Non-essential,78.4,25.7,13.8,0.2551789048086143,1173
TMEM145,1182,0.1947014551235411,0.2689075627992374,0.1432927407876008,0.1471686925585532,0.002482,15,17,LYS,Q8NBT3,-1.181,0.32,0.09565218255825625,Non-essential,78.5,26.6,17.6,0.2551330053162716,1174
TMEM25,826,0.229430679753502,0.2773109241367135,0.0444725604934366,0.3505484731692854,0.005912,8,3,LYS,Q86YD3,3.747,0.963,0.0956824187780525,Non-essential,62.9,55.7,42.1,0.25511408186353024,1175
GPR179,445,0.2584541705297186,0.2605042014617612,0.0984026569666297,0.4157723095167506,0.007012,61,17,LYS,Q6PRD1,-5.574,0.02,-0.1765300715084484,Non-essential,42.8,79.7,74.4,0.2550202121324615,1176
SLC39A4,1186,0.194490636519697,0.4285714282112846,0.0343001739680531,0.0425733768158908,0.000718,28,4,CYS,Q6P5W5,5.563,0.991,-0.00290108936556575,Non-essential,74.9,29.2,19.6,0.25501838756993556,1177
CD48,1261,0.1861197686795315,0.4621848735611892,0.0024924877431598,0.0016602431070263,2.8e-05,7,3,SER,P09326,3.118,0.931,-0.0607121961877441,Non-essential,82.8,23.0,13.6,0.25480288845896276,1178
SLCO1B7,1078,0.2055073467630652,0.2605042014617612,0.1127819073224735,0.2249036466053957,0.003793,24,19,LYS,G3V0H7,-9.966,0.018,,No data,82.3,20.8,11.7,0.2547978589935837,1179
CNTN3,1386,0.1730087800147781,0.1932773107619518,0.0075786810058516,0.3114141713608063,0.005252,33,3,LYS,Q9P232,-1.552,0.314,-0.03347071619471975,Non-essential,86.7,7.6,5.2,0.2547952718583476,1180
NRXN3,1158,0.1967257472620027,0.2352941174493327,0.0523738731614739,0.2896531277794248,0.004885,65,5,LYS,Q9Y4C0,-0.057,0.492,0.0514225398896215,Non-essential,75.4,28.1,24.5,0.25475969134249116,1181
PTH2R,1060,0.2070061032222261,0.302521008149142,0.0283726079392693,0.258286391935962,0.004356,23,7,LYS,P49190,-3.047,0.259,-0.0657071703377343,Non-essential,71.6,37.8,24.5,0.25474710282100754,1182
CACNG3,881,0.223347354013805,0.2605042014617612,0.0143476198007275,0.382804624962941,0.006456,11,4,LYS,O60359,-9.966,0.047,-0.01464774464374595,Non-essential,68.1,50.8,28.6,0.2546645317025335,1183
CACNG6,1138,0.1984710047283703,0.252100840124285,0.0083884232168274,0.3170471390453602,0.005347,8,3,LYS,Q9BXT2,-5.012,0.127,-0.02529762456274425,Non-essential,77.7,30.0,6.2,0.25459418460904665,1184
GPR19,1099,0.2028064127614194,0.352941176173999,0.0081606832199905,0.1972724577527423,0.003327,27,5,LYS,Q15760,-0.619,0.383,0.00836781340068315,Non-essential,74.4,35.4,22.7,0.25448769690408285,1185
IL10RA,805,0.231657519175931,0.2689075627992374,0.0014929622014866,0.4121553513193002,0.006951,3,1,LYS,Q13651,2.47,0.933,0.0082624563968548,Non-essential,62.0,58.1,53.6,0.2544297253599298,1186
ZFYVE27,979,0.2146409923801178,0.2184873947743803,0.0076103115609678,0.4165431366735843,0.007025,7,4,LYS,Q5T4F4,3.855,1.0,-0.16016638231608799,Non-essential,70.1,43.1,25.3,0.25440895022967114,1187
OR10S1,1140,0.1981106019344805,0.2605042014617612,0.0708714217934524,0.2421583160391342,0.004084,17,11,LYS,Q8NGN2,-9.966,0.0,,No data,84.9,15.1,3.0,0.25433390496976305,1188
ELFN1,807,0.231420901617897,0.2689075627992374,0.0755337656175865,0.3373258227097538,0.005689,26,11,LYS,P0C7U0,-0.375,0.406,-0.0439659282531197,Non-essential,61.8,58.0,43.4,0.2543325440615682,1189
FCGR2B,1081,0.2053469396154176,0.2941176468116659,0.0022647477463229,0.2900681885561814,0.004892,3,2,LYS,P31994,2.48,0.86,-0.1834937045844191,Non-essential,78.4,36.8,21.3,0.2542244104597091,1190
APLP1,963,0.2158801002900164,0.252100840124285,0.0487490115451526,0.3347168692558553,0.005645,26,5,LYS,P51693,2.125,0.869,-0.15421086769923487,Non-essential,68.0,44.9,34.2,0.25420176424375174,1191
SLC37A3,1303,0.181825010749512,0.2605042014617612,0.0267847540724339,0.2319596798102579,0.003912,14,3,LYS,Q8NCC5,4.237,0.999,-0.0271791244679053,Non-essential,84.4,16.8,10.1,0.25406257898228934,1192
PLXNA2,1340,0.1777646041334293,0.1848739494244757,0.0694417207021983,0.2766083605099317,0.004665,103,12,LYS,O75051,2.556,0.965,-0.05829982870905525,Non-essential,84.5,12.2,5.9,0.25401840260159897,1193
CACNG5,1055,0.2074422826267929,0.2605042014617612,0.0261394907480626,0.3179958493922324,0.005363,7,6,LYS,Q9UF02,-9.966,0.015,0.0344154832026648,Non-essential,73.1,38.2,22.2,0.25401030554669013,1194
OR2A5,1428,0.1685232107571172,0.2605042014617612,0.0132785070377985,0.2011265935369107,0.003392,12,6,LYS,Q96R48,-9.966,0.0,-0.03809577378332715,Non-essential,88.4,5.8,1.3,0.25397774565529374,1195
TM9SF2,1376,0.1743696606735719,0.3445378148365229,0.1165712478253993,0.0052772013044767,8.9e-05,36,9,TYR,Q99805,6.239,1.0,-0.14354589232321635,Non-essential,84.8,12.2,4.1,0.25385034747525204,1196
OR6B3,1268,0.1852653312862243,0.2605042014617612,0.0386082555748853,0.2316039134301808,0.003906,21,12,LYS,Q8NGW1,-9.966,0.001,-0.1253226300190154,Non-essential,82.3,19.9,6.6,0.25382951276288296,1197
SLC1A5,1238,0.1882703401661433,0.3613445375114751,0.040942590542464,0.1048324933293803,0.001768,24,11,LYS,Q15758,6.139,0.999,-0.2335650604522561,Non-essential,78.3,24.2,17.6,0.25371435909697737,1198
OPRD1,1257,0.1865153337352608,0.2689075627992374,0.038804365016606,0.2243699970352801,0.003784,15,9,LYS,P41143,-4.608,0.048,0.07783469790106179,Non-essential,80.0,21.2,18.3,0.25371123749270463,1199
OR6B2,1342,0.1774307996943751,0.2605042014617612,0.0446307132690178,0.1994663504298843,0.003364,16,10,LYS,Q6IFH4,-9.966,0.0,-0.035209669757488,Non-essential,85.0,13.5,3.8,0.25370073643634194,1200
TRAT1,702,0.2396780041065266,0.302521008149142,0.0025620749644156,0.3930032611918173,0.006628,1,1,LYS,Q6PIZ9,-1.552,0.247,0.1365493137254007,Non-essential,63.8,66.1,25.8,0.2536736868912579,1201
CDH18,1216,0.1914255569778264,0.2268907561118565,0.0208888185987664,0.3146753631781796,0.005307,26,7,LYS,Q13634,-6.506,0.133,-0.0002468097718602,Non-essential,77.6,24.7,18.1,0.25360281008338625,1202
OSTM1,1033,0.210004890566448,0.252100840124285,0.0292835679266171,0.3345982804624962,0.005643,14,11,LYS,Q86WC4,3.687,1.0,0.04498517062105845,Non-essential,73.9,40.7,21.3,0.2535057561407781,1203
ATRAID,1325,0.180210008754781,0.3193277308240944,0.000841372766092,0.1740883486510524,0.002936,2,1,LYS,Q6UW56,7.192,1.0,0.01963938150399365,Non-essential,87.0,17.0,2.6,0.2534971361427191,1204
ANTXRL,897,0.2220608022388133,0.2436974787868088,0.0438526016131583,0.3714201008004743,0.006264,15,4,LYS,A6NF34,-9.966,0.02,-0.20919645094012154,Non-essential,63.1,50.7,43.4,0.2534122931787912,1205
CDH17,1402,0.1710814173309825,0.2689075627992374,0.02334967578681,0.1883782982508152,0.003177,21,8,LYS,Q12864,-3.626,0.167,-0.00509389125728485,Non-essential,86.7,8.7,6.1,0.2533496404891394,1206
LY9,956,0.2164201358392702,0.3277310921615705,0.0142210975802625,0.2702045656685443,0.004557,20,8,LYS,Q9HBG7,-0.357,0.436,-0.03544062162259605,Non-essential,66.1,47.5,35.1,0.2533122980687514,1207
ASTN2,844,0.2267991507293731,0.2773109241367135,0.0256207496441562,0.3606285206048027,0.006082,58,5,LYS,O75129,1.705,0.884,0.06039612099716625,Non-essential,64.2,55.4,38.2,0.2532211410100894,1208
CLDN16,1212,0.191590461125421,0.3445378148365229,0.0154799936738889,0.163771123628817,0.002762,10,4,LYS,Q9Y5I7,-2.178,0.248,0.04539966097952525,Non-essential,77.0,27.2,17.9,0.2532010145184595,1209
ABCG2,1338,0.1780740032824891,0.252100840124285,0.0489071643207338,0.2085383931218499,0.003517,34,8,LYS,Q9UNQ0,0.3,0.566,0.07528544219558095,Non-essential,85.2,14.4,9.6,0.2531966834041457,1210
