gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
HTR1D,P28221,13,570.9,8,6.4e-05,TYR,0.3613445375114751,0.012,0.0361157678317254,0.0037948413874888,0.1565109977703543,1544,24.9,0.751,0.2133540288254061,1524
PROM1,O43490,42,841.2,7,8.3e-05,SER,0.302521008149142,0.005,0.053215245927566,0.0049214349243996,0.1384494075152465,1730,9.9,0.901,0.21317728536156944,1525
CLEC4G,Q6UXB4,4,25.1,3,0.002561,LYS,0.2436974787868088,-0.002,0.0015878538668353,0.1518529498962348,0.1435112326436445,1682,10.9,0.891,0.21283371120949238,1526
TAS2R4,Q9NYW5,14,735.2,12,0.001487,LYS,0.252100840124285,-0.001,0.0465095682429226,0.088170767862437,0.1412444368813219,1705,11.4,0.886,0.2128308564819858,1527
GPRC5D,Q9NZD1,9,765.4,4,0.002055,CYS,0.2857142854741897,0.003,0.0484200537719436,0.1218499851764008,0.1653667258741792,1460,32.2,0.6779999999999999,0.21278851234164967,1528
FZD1,Q9UP38,25,822.8,5,0.001279,CYS,0.302521008149142,0.005,0.0520512414992883,0.0758375333530981,0.1593750357153727,1517,27.8,0.722,0.21265710864026072,1529
ITFG1,Q8TB96,30,625.7,8,0.000207,TYR,0.302521008149142,0.005,0.0395824766724656,0.0122739401126593,0.1365653282951943,1750,8.2,0.918,0.2126255808821042,1530
CLN3,Q13286,15,1086.0,11,0.000114,SER,0.3193277308240944,0.007,0.0687015657124782,0.0067595612214645,0.1503694304098206,1609,21.5,0.785,0.2125650658075426,1531
NRG1,Q02297,9,51.2,2,0.006133,LYS,0.2605042014617612,-0.0,0.0032389688439032,0.363652534835458,0.2142691316885128,987,70.5,0.29500000000000004,0.21256129487365186,1532
OR5B17,Q8NGF7,17,744.5,11,0.001292,LYS,0.2605042014617612,0.0,0.0470978965680847,0.0766083605099318,0.1413135577081094,1703,12.1,0.879,0.21235792960952476,1533
GJA3,Q9Y6H8,10,89.1,5,0.003666,LYS,0.302521008149142,0.005,0.0056365649217143,0.2173732582270975,0.1879113502043004,1240,49.7,0.5029999999999999,0.21221663688548834,1534
CLEC12A,Q5QGZ9,9,79.4,4,0.002471,LYS,0.2773109241367135,0.002,0.0050229321524592,0.1465164541950785,0.1563861855589467,1546,23.0,0.77,0.21219481664235712,1535
IL18R1,Q13478,25,493.1,4,0.003766,LYS,0.2100840334369042,-0.006,0.0311940534556381,0.2233026978950489,0.1603826387799677,1506,26.6,0.734,0.2121133022133701,1536
SLC38A1,Q9H2H9,22,258.1,3,0.000798,TYR,0.3361344534990467,0.009,0.0163276925510042,0.047316928550252,0.1535471677299955,1580,22.4,0.776,0.2119745986275306,1537
MRGPRX4,Q96LA9,14,557.6,8,0.002281,LYS,0.2605042014617612,0.0,0.0352743950656334,0.1352505188259709,0.1553591547521857,1555,23.6,0.764,0.21197141873779918,1538
ATP4B,P51164,11,58.4,3,0.001829,LYS,0.252100840124285,-0.001,0.003694448837577,0.1084494515268306,0.1344835061590363,1785,4.5,0.955,0.21195599157648048,1539
PCDHB8,Q9UN66,17,192.0,2,0.001841,LYS,0.2857142854741897,0.003,0.012146133164637,0.1091609842869848,0.1506778494251624,1603,19.0,0.81,0.21193408593710372,1540
OR2F1,Q13607,15,811.0,9,0.000754,LYS,0.2605042014617612,0.0,0.0513047603985449,0.0447079750963533,0.1330055012331739,1809,6.0,0.94,0.2117448924052682,1541
SLC23A2,Q9UGH3,29,664.1,5,0.003123,LYS,0.2184873947743803,-0.005,0.042011703305393,0.1851764008301215,0.1555513891504065,1554,23.7,0.763,0.2116681993701814,1542
CD70,P32970,7,251.9,2,0.000143,TYR,0.3613445375114751,0.012,0.0159354736675628,0.0084790987251704,0.15186218672241,1592,21.8,0.782,0.21157100491057773,1543
SLC18A3,Q16572,15,2189.8,10,0.000468,LYS,0.2605042014617612,0.0,0.1385291791870947,0.0277497776460124,0.1540853676346366,1574,28.2,0.718,0.2114726686792479,1544
NOTCH3,Q9UM47,48,1025.0,3,0.003115,CYS,0.302521008149142,0.005,0.0648426379882966,0.1847020456566854,0.1958718083531514,1166,60.1,0.399,0.21141065566286005,1545
OR8U1,Q8NH10,14,746.0,7,0.000856,LYS,0.2605042014617612,0.0,0.0471927882334334,0.0507560035576638,0.1335863181220336,1802,6.8,0.9319999999999999,0.2112233078710624,1546
TLR3,O15455,29,62.0,3,1.9e-05,TYR,0.3361344534990467,0.009,0.003922188834414,0.0011265935369107,0.1359684161110161,1758,7.9,0.921,0.21120536375921822,1547
PCDHA1,Q9Y5I3,18,221.7,2,0.00286,LYS,0.2773109241367135,0.002,0.0140249881385418,0.1695819745034094,0.1660064584472707,1454,32.5,0.675,0.2111618135152646,1548
LTBR,P36941,6,1188.9,12,0.002518,LYS,0.2941176468116659,0.004,0.0752111339554009,0.1493032908390157,0.1850013861629913,1271,51.7,0.483,0.21113033928045727,1549
SLC5A2,P31639,29,410.6,8,0.001791,LYS,0.2605042014617612,-0.0,0.0259750118614581,0.1061962644530091,0.1438530634790447,1678,14.4,0.856,0.21111804018330613,1550
OR2M2,Q96R28,15,988.7,15,0.001593,LYS,0.2605042014617612,0.0,0.0625462596868575,0.0944559739104654,0.1513023506639013,1598,22.5,0.775,0.21105434189529004,1551
FCAMR,Q8WWV6,12,241.7,1,9.4e-05,SER,0.50420168024857,0.029,0.0152902103431915,0.0055736732878742,0.2079398371887477,1052,71.4,0.2859999999999999,0.21105106951192548,1552
ABCC10,Q5T3U5,85,798.7,6,0.001582,LYS,0.252100840124285,-0.001,0.0505266487426854,0.0938037355469908,0.1441394513366168,1674,15.8,0.842,0.21104422255305308,1553
HLA-F,P30511,12,547.8,11,0.000283,TYR,0.3109243694866181,0.006,0.034654436185355,0.0167803142603024,0.1398001729283444,1716,12.4,0.876,0.21101493874099844,1554
MC4R,P32245,13,1317.4,14,0.000619,TYR,0.2857142854741897,0.003,0.0833401866202751,0.036703231544619,0.1502987396391441,1611,23.2,0.768,0.21097786378820368,1555
CD58,P19256,3,15.9,1,0.002421,LYS,0.2773109241367135,0.002,0.0010058516526965,0.1435517343611028,0.1542916454588252,1571,22.4,0.776,0.21084851253393438,1556
SLC47A1,Q96FL8,12,1931.8,17,0.000679,LYS,0.2268907561118565,-0.004,0.1222078127471137,0.0402608953453898,0.1394969148724937,1719,15.3,0.847,0.21083933229963134,1557
CD27,P26842,3,27.1,0,0.0,,0.453781512223713,0.023,0.0017143760873003,0.0,0.1820269177156753,1302,48.5,0.515,0.21083784210448964,1558
LMBR1,Q8WVP7,26,255.5,3,0.001224,CYS,0.3109243694866181,0.006,0.0161632136643998,0.0725763415357248,0.1509916143546846,1600,21.0,0.79,0.2108165788035675,1559
BTN1A1,Q13410,21,160.8,3,0.002339,LYS,0.2605042014617612,0.0,0.0101723865253835,0.1386895938333827,0.1488602746923343,1628,18.1,0.819,0.21080058492757714,1560
SIGLEC12,Q96PQ1,15,164.3,3,0.002017,CYS,0.302521008149142,0.005,0.0103938004111972,0.1195967981025793,0.1600055828137897,1509,28.1,0.719,0.21079969250120367,1561
CALY,Q9NYX4,1,7.2,2,0.0081,LYS,0.2268907561118565,-0.004,0.0004554799936738,0.4802846131040616,0.2349783303740632,760,88.9,0.11099999999999999,0.2107195619132673,1562
GAS1,P54826,13,541.2,6,0.005665,LYS,0.1848739494244757,-0.009,0.0342369128578206,0.3359027571894455,0.1849914807839701,1272,48.4,0.516,0.21055264545327404,1563
CD160,O95971,8,145.4,3,0.003757,LYS,0.2605042014617612,-0.0,0.0091981654278032,0.2227690483249332,0.1737918447105254,1378,39.2,0.608,0.21042818222119067,1564
BTN3A2,P78410,5,14.3,1,8e-05,SER,0.3361344534990467,0.009,0.0009046338763245,0.0047435517343611,0.1361482370828244,1754,8.7,0.913,0.21040433682115395,1565
OR10D3,Q8NH80,14,943.1,7,0.000452,TYR,0.2605042014617612,0.0,0.0596615530602562,0.0268010672991402,0.1301404666925234,1849,5.4,0.946,0.21037520325447834,1566
PCDHGA6,Q9Y5G7,22,126.0,4,0.003799,LYS,0.2352941174493327,-0.003,0.007970899889293,0.2252594129854728,0.1640867408421628,1471,30.7,0.6930000000000001,0.21035906432042256,1567
IL12RB1,P42701,26,388.6,3,0.000218,TYR,0.352941176173999,0.011,0.0245832674363435,0.012926178476134,0.1524293042433428,1589,24.0,0.76,0.2101359365108362,1568
UMODL1,Q5DID0,53,1559.5,10,0.001475,LYS,0.2689075627992374,0.001,0.0986557014075597,0.0874592351022828,0.1633975060726477,1476,35.5,0.645,0.2100791661775717,1569
BDKRB2,P30411,15,752.6,10,0.001242,LYS,0.2941176468116659,0.004,0.0476103115609679,0.0736436406759561,0.1540232443957435,1575,25.6,0.744,0.21003518002136246,1570
CASR,P41180,48,584.7,6,0.001255,CYS,0.3109243694866181,0.006,0.0369887711529337,0.0744144678327898,0.1577907194903643,1534,28.7,0.7130000000000001,0.20982377762439391,1571
ITGAD,Q13349,51,1225.2,12,0.0002,TYR,0.2689075627992374,0.001,0.0775075122568401,0.0118588793359027,0.1343729425975178,1787,10.7,0.893,0.2096346204907608,1572
IL27RA,Q6UWB1,27,372.7,5,9.7e-05,SER,0.3613445375114751,0.012,0.023577415783647,0.0057515564779128,0.153336506683058,1582,25.5,0.745,0.20948170198358856,1573
SPAM1,P38567,27,90.1,3,0.002096,LYS,0.2605042014617612,0.0,0.0056998260319468,0.1242810554402609,0.1431959450263668,1684,14.5,0.855,0.20945668218126567,1574
RTN4RL2,Q86UN3,16,575.0,6,0.000897,TYR,0.3361344534990467,0.009,0.0363751383836786,0.0531870738215238,0.1613224450611794,1496,32.4,0.6759999999999999,0.20945636869515086,1575
OR6C70,A6NIJ9,16,1050.1,6,0.000366,TYR,0.2605042014617612,0.0,0.066430491855132,0.021701749184702,0.1306413528966547,1839,7.1,0.929,0.20943105536433154,1576
CD69,Q07108,3,26.1,2,0.003125,LYS,0.2605042014617612,0.0,0.0016511149770678,0.1852949896234805,0.1602855119648689,1508,28.6,0.714,0.20939555241060687,1577
PCDHB6,Q9Y5E3,11,196.6,2,0.002631,LYS,0.2436974787868088,-0.002,0.0124371342717064,0.1560035576638007,0.1480111990953757,1636,18.8,0.812,0.20922614727284516,1578
IL10RB,Q08334,4,9.7,2,0.001765,LYS,0.3193277308240944,0.007,0.0006136327692551,0.1046546101393418,0.1593115652022168,1519,28.9,0.7110000000000001,0.209212448154045,1579
ITGAX,P20702,51,527.9,10,0.000182,TYR,0.302521008149142,0.005,0.0333955400917286,0.0107915801956715,0.1342645393458768,1789,9.4,0.906,0.20919890992863616,1580
OR2AT4,A6NND4,4,925.2,13,0.000475,TYR,0.2605042014617612,0.0,0.0585291791870947,0.028164838422769,0.1302098858676636,1847,6.6,0.9339999999999999,0.20917643387343707,1581
SUSD4,Q5VX71,5,85.0,3,0.001046,TYR,0.3865546215239037,0.015,0.0053771943697611,0.0620219389267714,0.1748415885985212,1371,43.5,0.565,0.20891276057598748,1582
LY6K,Q17RY6,4,438.3,5,0.003916,LYS,0.2436974787868088,-0.002,0.0277273446148979,0.232196857396976,0.1754562521182857,1361,43.0,0.5700000000000001,0.20866153530909642,1583
SLC2A13,Q96QE2,20,2061.3,7,0.000469,CYS,0.2352941174493327,-0.003,0.1304001265222204,0.0278090720426919,0.1415804065492068,1702,19.8,0.802,0.20862524707460556,1584
OR1S1,Q8NH92,17,804.4,6,0.000935,LYS,0.2605042014617612,0.0,0.0508872370710105,0.0554402608953453,0.1360999299746112,1756,11.7,0.883,0.2086027068567559,1585
CNNM2,Q9H8M5,36,770.0,7,0.002506,LYS,0.2689075627992374,0.001,0.0487110548790131,0.1485917580788615,0.1667538690070573,1445,37.3,0.627,0.2085789029631524,1586
CLEC17A,Q6ZS10,4,167.4,9,0.00374,LYS,0.2773109241367135,0.002,0.0105899098529179,0.2217610435813815,0.1806296556849752,1319,47.1,0.5289999999999999,0.20857605729907047,1587
NTSR1,P30989,19,1773.6,12,0.000689,TYR,0.2605042014617612,-0.0,0.1121999051083346,0.0408538393121849,0.1501178039108603,1614,26.6,0.734,0.208449901872163,1588
PCDHAC1,Q9H158,17,967.2,3,0.00152,CYS,0.2857142854741897,0.003,0.061186145816859,0.0901274829528609,0.1596798028205919,1515,32.5,0.675,0.2083877143992393,1589
OR5D18,Q8NGL1,10,863.2,12,0.000564,LYS,0.2605042014617612,0.0,0.0546069903526806,0.0334420397272457,0.1306163896086824,1840,7.7,0.923,0.20821907754923202,1590
STS,P08842,34,784.9,8,0.000102,LYS,0.2773109241367135,0.002,0.0496536454214771,0.0060480284613104,0.1276348718195216,1890,5.3,0.947,0.20816692418962046,1591
OR6C75,A6NL08,14,1048.6,7,0.000232,TYR,0.2605042014617612,0.0,0.0663356001897833,0.0137563000296471,0.1282292506505336,1881,6.4,0.9359999999999999,0.20811622557596318,1592
HTR2A,P28223,17,1071.1,11,0.002768,LYS,0.2436974787868088,-0.002,0.0677589751700142,0.1641268900088941,0.167044751068396,1443,38.6,0.614,0.20805353262861087,1593
OR5B3,Q8NH48,15,620.5,6,0.001024,LYS,0.2605042014617612,0.0,0.0392535188992566,0.0607174621998221,0.1341929749144281,1791,10.2,0.898,0.2079318917313489,1594
GP5,P40197,14,1279.0,4,0.000489,TYR,0.2605042014617612,0.0,0.0809109599873477,0.0289949599762822,0.1371734565737934,1745,14.8,0.852,0.20789849850189127,1595
GRIA4,P48058,42,307.2,6,0.002667,LYS,0.2268907561118565,-0.004,0.0194338130634192,0.1581381559442632,0.1440278931470473,1676,16.9,0.831,0.20787644754424134,1596
S1PR4,O95977,20,1288.7,9,4.7e-05,TYR,0.302521008149142,0.005,0.0815245927566028,0.0027868366439371,0.1463018320798188,1650,23.2,0.768,0.2078364398401648,1597
IL13RA2,Q14627,12,78.8,2,0.001707,CYS,0.2773109241367135,0.002,0.0049849754863197,0.10121553513193,0.1427845228401603,1689,16.1,0.839,0.2077581998767281,1598
SLC5A8,Q8N695,23,911.9,9,0.000888,TYR,0.2605042014617612,0.0,0.0576878064210026,0.0526534242514082,0.1373040497864277,1744,13.9,0.861,0.20774616850076924,1599
OR4D2,P58180,16,259.6,4,0.001018,LYS,0.2605042014617612,0.0,0.016422584216353,0.060361695819745,0.1272369645955338,1901,3.6,0.964,0.20759366973145854,1600
OR5D13,Q8NGL4,12,640.5,7,0.000862,CYS,0.2605042014617612,0.0,0.0405187411039063,0.0511117699377408,0.1316908338971986,1828,8.6,0.914,0.2075100353272235,1601
OR1S2,Q8NGQ3,17,757.2,6,0.000745,LYS,0.2605042014617612,0.0,0.0479013126680373,0.0441743255262377,0.131824372042987,1827,9.2,0.908,0.20739044569358703,1602
SLC6A20,Q9NP91,23,719.4,11,0.000106,TYR,0.2689075627992374,0.001,0.0455100427012494,0.0062852060480284,0.1231015997444783,1979,2.0,0.98,0.20734196130211502,1603
ADRA1B,P35368,18,624.1,10,0.004569,LYS,0.2184873947743803,-0.005,0.0394812588960936,0.2709160984286984,0.1805141651071897,1320,48.8,0.512,0.2072439904470358,1604
ITGA3,P26006,53,328.2,4,3.1e-05,SER,0.3277310921615705,0.008,0.0207622963783014,0.0018381262970649,0.1378725636672381,1737,14.3,0.857,0.2070941027443063,1605
MPZL3,Q6UWV2,3,17.9,3,0.000847,TYR,0.3697478988489514,0.013,0.0011323738731614,0.0502223539875481,0.1633055778977934,1479,35.3,0.647,0.20700706525596843,1606
OR52B2,Q96RD2,10,1124.3,5,0.000191,TYR,0.2605042014617612,0.0,0.0711244662343824,0.0113252297657871,0.1289365893847553,1863,8.4,0.916,0.20694511782337793,1607
SLC38A4,Q969I6,20,801.3,12,0.001922,LYS,0.2605042014617612,0.0,0.0506911276292898,0.1139638304180254,0.153598167998899,1579,28.0,0.72,0.2068747664049097,1608
GHSR,Q92847,16,1443.8,8,0.000683,TYR,0.2605042014617612,0.0,0.0913363909536612,0.0404980729321079,0.1437520197504352,1679,21.9,0.781,0.20680190603074175,1609
CNNM4,Q6P4Q7,25,799.2,5,0.000436,TYR,0.3193277308240944,0.007,0.0505582792978016,0.025852356952268,0.1506542832046586,1604,26.6,0.734,0.20679527881584048,1610
OR8J3,Q8NGG0,19,575.5,7,0.000824,LYS,0.2605042014617612,0.0,0.0364067689387948,0.0488585828639193,0.1297812861255187,1854,7.6,0.924,0.2067131469092347,1611
SLC2A14,Q8TDB8,26,1164.8,5,0.000509,TYR,0.252100840124285,-0.001,0.073686541198798,0.0301808479098725,0.1320005527823151,1826,11.2,0.888,0.20668646838060728,1612
OR1K1,Q8NGR3,15,1080.3,6,0.00032,TYR,0.2605042014617612,0.0,0.0683409773841531,0.0189742069374444,0.1303962358811837,1844,9.8,0.902,0.20662231546122345,1613
OR52E1,Q8NGJ3,8,1054.7,5,2.6e-05,SER,0.2605042014617612,0.0,0.0667214929622014,0.0015416543136673,0.1246806247674651,1958,5.2,0.948,0.20637833197869365,1614
SLAMF9,Q96A28,5,41.5,2,0.000202,CYS,0.3613445375114751,0.012,0.0026253360746481,0.0119774681292617,0.148918656265763,1626,23.9,0.761,0.20635255598372615,1615
SLC37A2,Q8TED4,21,180.2,4,6.6e-05,TYR,0.3361344534990467,0.009,0.0113996520638937,0.0039134301808479,0.1390477060730411,1726,15.8,0.842,0.20624531188904643,1616
OR2M4,Q96R27,14,806.9,10,0.000623,LYS,0.2605042014617612,0.0,0.0510453898465918,0.036940409131337,0.1305974202780831,1841,9.6,0.904,0.2061251897484282,1617
CD300C,Q08708,4,264.7,3,0.001879,LYS,0.3277310921615705,0.008,0.0167452158785386,0.1114141713608063,0.1695402530364317,1417,41.5,0.585,0.20608298986031282,1618
HAVCR1,Q96D42,5,257.5,4,0.005043,LYS,0.252100840124285,-0.001,0.0162897358848647,0.2990216424547879,0.1954337495516098,1175,61.8,0.382,0.20607762542265615,1619
PCDHA4,Q9UN74,11,136.2,2,0.002831,LYS,0.2689075627992374,0.001,0.0086161632136643,0.1678624369997035,0.1605066051837053,1504,32.6,0.6739999999999999,0.20606810519375823,1620
SUCO,Q9UBS9,17,242.2,2,0.004159,LYS,0.3193277308240944,0.007,0.0153218408983077,0.2466053957900978,0.2063092633361594,1071,72.0,0.28,0.20601260700544977,1621
OR4C45,A6NMZ5,12,415.2,6,0.000603,CYS,0.2605042014617612,0.0,0.0262660129685275,0.0357545211977468,0.1228078408345867,1985,2.0,0.98,0.20599490470161136,1622
OR3A3,P47888,18,946.7,10,0.000522,TYR,0.2605042014617612,0.0,0.0598892930570931,0.0309516750667061,0.1314539710218442,1830,10.9,0.891,0.20598117719542086,1623
ROBO1,Q9Y6N7,30,236.0,4,0.00425,LYS,0.2605042014617612,-0.0,0.0149296220148663,0.2520011858879336,0.1842809229555444,1280,52.9,0.471,0.2057556535880597,1624
IGDCC3,Q8IVU1,21,221.2,3,0.002476,LYS,0.2689075627992374,0.001,0.0139933575834255,0.1468129261784761,0.1558049102482654,1552,29.4,0.706,0.20561888579937976,1625
PCDHA7,Q9UN72,16,181.2,1,0.002895,LYS,0.2605042014617612,0.0,0.0114629131741262,0.1716572783871923,0.1591377380531,1521,32.0,0.6799999999999999,0.20552966406065232,1626
ACKR3,P25106,21,1150.5,16,0.001577,CYS,0.2268907561118565,-0.004,0.0727819073224735,0.0935072635635932,0.1406430537105626,1711,19.1,0.8089999999999999,0.20552315272679011,1627
OR7A10,O76100,11,903.2,9,0.000706,TYR,0.2605042014617612,0.0,0.05713743476198,0.0418618440557367,0.1339014642300195,1798,13.3,0.867,0.2054831619541446,1628
DPEP1,P16444,14,34.8,1,3.7e-05,TYR,0.3277310921615705,0.008,0.0022014866360904,0.002193892677142,0.1324110506585979,1820,10.5,0.895,0.2054148014166623,1629
PTPRH,Q9HD43,28,417.3,3,4.2e-05,SER,0.3193277308240944,0.007,0.0263988613000158,0.0024903646605395,0.1363978601178043,1752,14.9,0.851,0.20540695534357262,1630
KLRG1,Q96E93,6,35.8,3,0.003209,LYS,0.2436974787868088,-0.002,0.0022647477463229,0.1902757189445597,0.1552411315219883,1558,28.2,0.718,0.20534247163541988,1631
XCR1,P46094,9,498.7,10,0.000372,TYR,0.302521008149142,0.005,0.03154831567294,0.0220575155647791,0.1370901526309725,1747,15.6,0.844,0.20526122644527647,1632
LY6E,Q16553,7,124.4,7,7e-05,SER,0.3781512601864275,0.014,0.007869682112921,0.0041506077675659,0.1548665910387171,1566,30.5,0.6950000000000001,0.2052514976410174,1633
CA14,Q9ULX7,11,795.1,8,0.001029,LYS,0.252100840124285,-0.001,0.0502989087458484,0.0610139341832196,0.1342341889284344,1790,13.4,0.866,0.2051784502130592,1634
OR1F2P,Q96R84,16,908.3,3,0.000715,TYR,0.2605042014617612,0.0,0.0574600664241657,0.0423954936258523,0.1341583485997099,1792,14.1,0.859,0.2049133638453292,1635
GPC4,O75487,27,547.3,8,9.5e-05,SER,0.3277310921615705,0.008,0.0346228056302388,0.0056329676845538,0.143169168859066,1685,21.6,0.784,0.20490096586675977,1636
FZD7,O75084,16,1140.2,16,0.000547,LYS,0.2689075627992374,0.001,0.0721303178870789,0.032434034983694,0.1389323309809268,1727,19.0,0.81,0.20486525109178028,1637
TAS2R39,P59534,14,753.1,15,0.001536,LYS,0.2605042014617612,0.0,0.0476419421160841,0.0910761932997331,0.1458171212094496,1656,23.7,0.763,0.20453810147137494,1638
OR52E2,Q8NGJ4,7,1199.1,6,8.3e-05,TYR,0.2605042014617612,0.0,0.0758563972797722,0.0049214349243996,0.128435030245956,1876,10.8,0.892,0.20436374842664798,1639
CDH7,Q9ULB5,19,37.4,2,0.001045,TYR,0.3277310921615705,0.008,0.0023659655226949,0.0619626445300919,0.1503910198804642,1607,26.6,0.734,0.20430633304588114,1640
ABCB1,P08183,68,957.4,10,0.001588,LYS,0.2100840334369042,-0.006,0.0605661869365807,0.0941595019270678,0.1304513200338563,1843,11.0,0.89,0.20423914326565762,1641
KLRB1,Q12918,7,38.9,1,0.000182,LYS,0.3781512601864275,0.014,0.0024608571880436,0.0107915801956715,0.1552362352896855,1559,31.6,0.6839999999999999,0.20418909327058055,1642
JAG2,Q9Y219,36,121.3,5,0.002919,LYS,0.2605042014617612,-0.0,0.0076735726712003,0.1730803439075007,0.1584278555583148,1530,32.6,0.6739999999999999,0.2041486282898517,1643
SLC6A1,P30531,26,1056.8,12,0.001285,LYS,0.2184873947743803,-0.005,0.0668543412936897,0.0761932997331752,0.1303092502178116,1846,11.5,0.885,0.20407521549243382,1644
LRFN2,Q9ULH4,16,558.6,2,0.002864,LYS,0.2689075627992374,0.001,0.0353376561758658,0.1698191520901274,0.1691100675994929,1420,43.2,0.568,0.20397373185502468,1645
TAS2R8,Q9NYW2,13,483.3,9,0.001333,LYS,0.2605042014617612,0.0,0.0305740945753597,0.0790394307737918,0.1370857381894499,1748,16.2,0.838,0.20390855657767226,1646
SIDT1,Q9NXL6,39,997.9,12,5.9e-05,TYR,0.302521008149142,0.005,0.0631282619009963,0.0034983694040913,0.1409963926511831,1709,21.8,0.782,0.20389542377352143,1647
OR5L1,Q8NGL2,17,401.9,7,0.000775,LYS,0.2605042014617612,0.0,0.0254246402024355,0.0459531574266231,0.125615019873422,1936,6.4,0.9359999999999999,0.20389215192900284,1648
TMEM9B,Q9NQ34,5,205.8,1,0.002157,LYS,0.302521008149142,0.005,0.0130191364858453,0.1278980136377112,0.1632835482967237,1480,37.9,0.621,0.2038625972073811,1649
SLC37A1,P57057,26,131.6,6,5.9e-05,TYR,0.352941176173999,0.011,0.0083251621065949,0.0034983694040913,0.1447235299228055,1666,23.1,0.769,0.20380155264390093,1650
OR5L2,Q8NGL0,12,451.1,8,0.000703,LYS,0.2605042014617612,0.0,0.0285370868258737,0.0416839608656981,0.125267994892176,1942,6.4,0.9359999999999999,0.20375858677580305,1651
OR52H1,Q8NGJ2,13,1096.7,4,4.2e-05,SER,0.2605042014617612,0.0,0.0693784595919658,0.0024903646605395,0.125762327860456,1931,8.9,0.911,0.20371259955434104,1652
GRM1,Q13255,38,1653.2,18,0.001154,LYS,0.2605042014617612,0.0,0.1045832674363435,0.0684257337681589,0.1561043809460552,1548,36.1,0.639,0.20355788418455917,1653
PTPRJ,Q12913,36,126.5,3,0.000143,TYR,0.352941176173999,0.011,0.0080025304444093,0.0084790987251704,0.1461209592204735,1652,24.6,0.754,0.20344994547551504,1654
GPR31,O00270,11,1024.0,13,0.000307,CYS,0.2689075627992374,0.001,0.0647793768780642,0.0182033797806107,0.1324578521172974,1818,14.7,0.853,0.20340230498830503,1655
