gene,confidence_tier,source_surfy,source_go,uniprot_id,description,length
SIGLEC11,Tier2_SURFY_only,True,False,Q96RL6,Sialic acid-binding Ig-like lectin 11,698
ABCC4,Tier2_SURFY_only,True,False,O15439,Multidrug resistance-associated protein 4,1325
GPR32,Tier2_SURFY_only,True,False,O75388,Probable G-protein coupled receptor 32,356
OR6K3,Tier2_SURFY_only,True,False,Q8NGY3,Olfactory receptor 6K3,331
OR8J1,Tier2_SURFY_only,True,False,Q8NGP2,Olfactory receptor 8J1,316
OR6Y1,Tier2_SURFY_only,True,False,Q8NGX8,Olfactory receptor 6Y1,325
SLC6A12,Tier2_SURFY_only,True,False,P48065,Sodium- and chloride-dependent betaine transporter,614
CDH19,Tier2_SURFY_only,True,False,Q9H159,Cadherin-19,772
SLC29A1,Tier2_SURFY_only,True,False,Q99808,Equilibrative nucleoside transporter 1,456
CHODL,Tier2_SURFY_only,True,False,Q9H9P2,Chondrolectin,273
NAALADL1,Tier2_SURFY_only,True,False,Q9UQQ1,N-acetylated-alpha-linked acidic dipeptidase-like protein,740
C1orf85,Tier2_SURFY_only,True,False,Q8WWB7,Lysosomal protein NCU-G1,406
MMP16,Tier2_SURFY_only,True,False,P51512,Matrix metalloproteinase-16,607
CDH2,Tier2_SURFY_only,True,False,P19022,Cadherin-2,906
SLC16A1,Tier2_SURFY_only,True,False,P53985,Monocarboxylate transporter 1,500
C1orf159,Tier2_SURFY_only,True,False,Q96HA4,Uncharacterized protein C1orf159,380
CSMD1,Tier2_SURFY_only,True,False,Q96PZ7,CUB and sushi domain-containing protein 1,3565
MC4R,Tier2_SURFY_only,True,False,P32245,Melanocortin receptor 4,332
KIR2DL2,Tier2_SURFY_only,True,False,P43627,Killer cell immunoglobulin-like receptor 2DL2,348
SLC19A3,Tier2_SURFY_only,True,False,Q9BZV2,Thiamine transporter 2,496
TBXA2R,Tier2_SURFY_only,True,False,P21731,Thromboxane A2 receptor,343
CLDN19,Tier2_SURFY_only,True,False,Q8N6F1,Claudin-19,224
PIGR,Tier2_SURFY_only,True,False,P01833,Polymeric immunoglobulin receptor,764
FGFR3,Tier2_SURFY_only,True,False,P22607,Fibroblast growth factor receptor 3,806
SEMA6B,Tier2_SURFY_only,True,False,Q9H3T3,Semaphorin-6B,888
CNTFR,Tier2_SURFY_only,True,False,P26992,Ciliary neurotrophic factor receptor subunit alpha,372
CLDN8,Tier2_SURFY_only,True,False,P56748,Claudin-8,225
OR10A3,Tier2_SURFY_only,True,False,P58181,Olfactory receptor 10A3,314
OR1F12,Tier2_SURFY_only,True,False,Q8NHA8,Olfactory receptor 1F12,337
SLC39A14,Tier2_SURFY_only,True,False,Q15043,Zinc transporter ZIP14,492
PCNX,Tier2_SURFY_only,True,False,Q96RV3,Pecanex-like protein 1,2341
TMEM87A,Tier2_SURFY_only,True,False,Q8NBN3,Transmembrane protein 87A,555
CLEC5A,Tier2_SURFY_only,True,False,Q9NY25,C-type lectin domain family 5 member A,188
ULBP1,Tier2_SURFY_only,True,False,Q9BZM6,NKG2D ligand 1,244
SLC43A3,Tier2_SURFY_only,True,False,Q8NBI5,Solute carrier family 43 member 3,491
CACNG2,Tier2_SURFY_only,True,False,Q9Y698,Voltage-dependent calcium channel gamma-2 subunit,323
MC5R,Tier2_SURFY_only,True,False,P33032,Melanocortin receptor 5,325
C11orf24,Tier2_SURFY_only,True,False,Q96F05,Uncharacterized protein C11orf24,449
OR2D3,Tier2_SURFY_only,True,False,Q8NGH3,Olfactory receptor 2D3,330
OR52B6,Tier2_SURFY_only,True,False,Q8NGF0,Olfactory receptor 52B6,335
LYVE1,Tier2_SURFY_only,True,False,Q9Y5Y7,Lymphatic vessel endothelial hyaluronic acid receptor 1,322
FFAR3,Tier2_SURFY_only,True,False,O14843,Free fatty acid receptor 3,346
GPR82,Tier2_SURFY_only,True,False,Q96P67,Probable G-protein coupled receptor 82,336
UNC93B1,Tier2_SURFY_only,True,False,Q9H1C4,Protein unc-93 homolog B1,597
OR52B2,Tier2_SURFY_only,True,False,Q96RD2,Olfactory receptor 52B2,323
SELPLG,Tier2_SURFY_only,True,False,Q14242,P-selectin glycoprotein ligand 1,412
OR6C76,Tier2_SURFY_only,True,False,A6NM76,Olfactory receptor 6C76,312
TMEM63A,Tier2_SURFY_only,True,False,O94886,CSC1-like protein 1,807
GABRA1,Tier2_SURFY_only,True,False,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,456
TRIL,Tier2_SURFY_only,True,False,Q7L0X0,TLR4 interactor with leucine rich repeats,811
CLDN9,Tier2_SURFY_only,True,False,O95484,Claudin-9,217
OR52H1,Tier2_SURFY_only,True,False,Q8NGJ2,Olfactory receptor 52H1,320
MMP25,Tier2_SURFY_only,True,False,Q9NPA2,Matrix metalloproteinase-25,562
GPR6,Tier2_SURFY_only,True,False,P46095,G-protein coupled receptor 6,362
GAS1,Tier2_SURFY_only,True,False,P54826,Growth arrest-specific protein 1,345
NPC1,Tier2_SURFY_only,True,False,O15118,Niemann-Pick C1 protein,1278
OR52K1,Tier2_SURFY_only,True,False,Q8NGK4,Olfactory receptor 52K1,314
PCDHB16,Tier2_SURFY_only,True,False,Q9NRJ7,Protocadherin beta-16,776
SCN1B,Tier2_SURFY_only,True,False,Q07699,Sodium channel subunit beta-1,218
SERINC3,Tier2_SURFY_only,True,False,Q13530,Serine incorporator 3,473
PILRB,Tier2_SURFY_only,True,False,Q9UKJ0,Paired immunoglobulin-like type 2 receptor beta,227
ADAM9,Tier2_SURFY_only,True,False,Q13443,Disintegrin and metalloproteinase domain-containing protein 9,819
OR10S1,Tier2_SURFY_only,True,False,Q8NGN2,Olfactory receptor 10S1,331
HTR3E,Tier2_SURFY_only,True,False,A5X5Y0,5-hydroxytryptamine receptor 3E,456
MRGPRX4,Tier2_SURFY_only,True,False,Q96LA9,Mas-related G-protein coupled receptor member X4,322
SGCA,Tier2_SURFY_only,True,False,Q16586,Alpha-sarcoglycan,387
GRIK1,Tier2_SURFY_only,True,False,P39086,"Glutamate receptor ionotropic, kainate 1",918
ABCG5,Tier2_SURFY_only,True,False,Q9H222,ATP-binding cassette sub-family G member 5,651
MME,Tier2_SURFY_only,True,False,P08473,Neprilysin,750
SLC4A7,Tier2_SURFY_only,True,False,Q9Y6M7,Sodium bicarbonate cotransporter 3,1214
PTGER1,Tier2_SURFY_only,True,False,P34995,Prostaglandin E2 receptor EP1 subtype,402
GPR111,Tier2_SURFY_only,True,False,Q8IZF7,Probable G-protein coupled receptor 111,708
FCAR,Tier2_SURFY_only,True,False,P24071,Immunoglobulin alpha Fc receptor,287
SERINC4,Tier2_SURFY_only,True,False,A6NH21,Serine incorporator 4,518
DDR2,Tier2_SURFY_only,True,False,Q16832,Discoidin domain-containing receptor 2,855
TM4SF1,Tier2_SURFY_only,True,False,P30408,Transmembrane 4 L6 family member 1,202
SLC22A17,Tier2_SURFY_only,True,False,Q8WUG5,Solute carrier family 22 member 17,538
BTN2A3P,Tier2_SURFY_only,True,False,Q96KV6,Putative butyrophilin subfamily 2 member A3,586
SLC22A9,Tier2_SURFY_only,True,False,Q8IVM8,Solute carrier family 22 member 9,553
LAG3,Tier2_SURFY_only,True,False,P18627,Lymphocyte activation gene 3 protein,525
ADRB2,Tier2_SURFY_only,True,False,P07550,Beta-2 adrenergic receptor,413
CD300LG,Tier2_SURFY_only,True,False,Q6UXG3,CMRF35-like molecule 9,332
ABCA12,Tier2_SURFY_only,True,False,Q86UK0,ATP-binding cassette sub-family A member 12,2595
CNNM2,Tier2_SURFY_only,True,False,Q9H8M5,Metal transporter CNNM2,875
DIRC2,Tier2_SURFY_only,True,False,Q96SL1,Disrupted in renal carcinoma protein 2,478
LMBRD2,Tier2_SURFY_only,True,False,Q68DH5,LMBR1 domain-containing protein 2,695
BST2,Tier2_SURFY_only,True,False,Q10589,Bone marrow stromal antigen 2,180
SUCO,Tier2_SURFY_only,True,False,Q9UBS9,SUN domain-containing ossification factor,1254
TNFRSF25,Tier2_SURFY_only,True,False,Q93038,Tumor necrosis factor receptor superfamily member 25,417
SLC17A7,Tier2_SURFY_only,True,False,Q9P2U7,Vesicular glutamate transporter 1,560
ADRA2A,Tier2_SURFY_only,True,False,P08913,Alpha-2A adrenergic receptor,450
BRS3,Tier2_SURFY_only,True,False,P32247,Bombesin receptor subtype-3,399
GJA3,Tier2_SURFY_only,True,False,Q9Y6H8,Gap junction alpha-3 protein,435
LRRTM3,Tier2_SURFY_only,True,False,Q86VH5,Leucine-rich repeat transmembrane neuronal protein 3,581
GPR137,Tier2_SURFY_only,True,False,Q96N19,Integral membrane protein GPR137,417
OR13C9,Tier2_SURFY_only,True,False,Q8NGT0,Olfactory receptor 13C9,318
OR5B12,Tier2_SURFY_only,True,False,Q96R08,Olfactory receptor 5B12,314
ABCC11,Tier2_SURFY_only,True,False,Q96J66,ATP-binding cassette sub-family C member 11,1382
CDH5,Tier2_SURFY_only,True,False,P33151,Cadherin-5,784
SCN5A,Tier2_SURFY_only,True,False,Q14524,Sodium channel protein type 5 subunit alpha,2016
TMEM150B,Tier2_SURFY_only,True,False,A6NC51,Transmembrane protein 150B,233
ERVK-6,Tier2_SURFY_only,True,False,Q69384,Endogenous retrovirus group K member 6 Env polyprotein,699
SLC37A1,Tier2_SURFY_only,True,False,P57057,Glycerol-3-phosphate transporter,533
LPAR2,Tier2_SURFY_only,True,False,Q9HBW0,Lysophosphatidic acid receptor 2,351
LRRC4,Tier2_SURFY_only,True,False,Q9HBW1,Leucine-rich repeat-containing protein 4,653
PTCHD2,Tier2_SURFY_only,True,False,Q9P2K9,Patched domain-containing protein 2,1392
TENM2,Tier2_SURFY_only,True,False,Q9NT68,Teneurin-2,2774
FLT1,Tier2_SURFY_only,True,False,P17948,Vascular endothelial growth factor receptor 1,1338
CD36,Tier2_SURFY_only,True,False,P16671,Platelet glycoprotein 4,472
PTPRJ,Tier2_SURFY_only,True,False,Q12913,Receptor-type tyrosine-protein phosphatase eta,1337
EMR4P,Tier2_SURFY_only,True,False,Q86SQ3,Putative EGF-like module-containing mucin-like hormone receptor-like 4,457
SLC22A12,Tier2_SURFY_only,True,False,Q96S37,Solute carrier family 22 member 12,553
OR6C65,Tier2_SURFY_only,True,False,A6NJZ3,Olfactory receptor 6C65,312
SLC22A20,Tier2_SURFY_only,True,False,A6NK97,Solute carrier family 22 member 20,555
EREG,Tier2_SURFY_only,True,False,O14944,Proepiregulin,169
DRD3,Tier2_SURFY_only,True,False,P35462,D(3) dopamine receptor,400
C19orf18,Tier2_SURFY_only,True,False,Q8NEA5,Uncharacterized protein C19orf18,215
OR10T2,Tier2_SURFY_only,True,False,Q8NGX3,Olfactory receptor 10T2,314
ATRAID,Tier2_SURFY_only,True,False,Q6UW56,All-trans retinoic acid-induced differentiation factor,229
NPR1,Tier2_SURFY_only,True,False,P16066,Atrial natriuretic peptide receptor 1,1061
LPPR4,Tier2_SURFY_only,True,False,Q7Z2D5,Lipid phosphate phosphatase-related protein type 4,763
TMEM27,Tier2_SURFY_only,True,False,Q9HBJ8,Collectrin,222
SHISA9,Tier2_SURFY_only,True,False,B4DS77,Protein shisa-9,424
KIR2DL3,Tier2_SURFY_only,True,False,P43628,Killer cell immunoglobulin-like receptor 2DL3,341
OR52K2,Tier2_SURFY_only,True,False,Q8NGK3,Olfactory receptor 52K2,314
SLC6A16,Tier2_SURFY_only,True,False,Q9GZN6,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,736
USH2A,Tier2_SURFY_only,True,False,O75445,Usherin,5202
CDH9,Tier2_SURFY_only,True,False,Q9ULB4,Cadherin-9,789
ADORA2B,Tier2_SURFY_only,True,False,P29275,Adenosine receptor A2b,332
LY6E,Tier2_SURFY_only,True,False,Q16553,Lymphocyte antigen 6E,131
CDH10,Tier2_SURFY_only,True,False,Q9Y6N8,Cadherin-10,788
SUSD4,Tier2_SURFY_only,True,False,Q5VX71,Sushi domain-containing protein 4,490
OR8G2,Tier2_SURFY_only,True,False,Q15614,Olfactory receptor 8G2,310
RNF128,Tier2_SURFY_only,True,False,Q8TEB7,E3 ubiquitin-protein ligase RNF128,428
ACE2,Tier2_SURFY_only,True,False,Q9BYF1,Angiotensin-converting enzyme 2,805
ABCC9,Tier2_SURFY_only,True,False,O60706,ATP-binding cassette sub-family C member 9,1549
CDON,Tier2_SURFY_only,True,False,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,1287
MTNR1A,Tier2_SURFY_only,True,False,P48039,Melatonin receptor type 1A,350
IL6R,Tier2_SURFY_only,True,False,P08887,Interleukin-6 receptor subunit alpha,468
TECTB,Tier2_SURFY_only,True,False,Q96PL2,Beta-tectorin,329
CD300LD,Tier2_SURFY_only,True,False,Q6UXZ3,CMRF35-like molecule 4,194
TACSTD2,Tier2_SURFY_only,True,False,P09758,Tumor-associated calcium signal transducer 2,323
LYPD6B,Tier2_SURFY_only,True,False,Q8NI32,Ly6/PLAUR domain-containing protein 6B,183
SHISA8,Tier2_SURFY_only,True,False,B8ZZ34,Putative protein shisa-8,492
GINM1,Tier2_SURFY_only,True,False,Q9NU53,Glycoprotein integral membrane protein 1,330
MUC1,Tier2_SURFY_only,True,False,P15941,Mucin-1,1255
ROBO3,Tier2_SURFY_only,True,False,Q96MS0,Roundabout homolog 3,1386
OR4C5,Tier2_SURFY_only,True,False,Q8NGB2,Olfactory receptor 4C5,326
P2RY10,Tier2_SURFY_only,True,False,O00398,Putative P2Y purinoceptor 10,339
IGSF8,Tier2_SURFY_only,True,False,Q969P0,Immunoglobulin superfamily member 8,613
SCN8A,Tier2_SURFY_only,True,False,Q9UQD0,Sodium channel protein type 8 subunit alpha,1980
P2RY6,Tier2_SURFY_only,True,False,Q15077,P2Y purinoceptor 6,328
PCDHGB6,Tier2_SURFY_only,True,False,Q9Y5F9,Protocadherin gamma-B6,930
MANSC1,Tier2_SURFY_only,True,False,Q9H8J5,MANSC domain-containing protein 1,431
GFY,Tier2_SURFY_only,True,False,I3L273,Golgi-associated olfactory signaling regulator,518
OR2T12,Tier2_SURFY_only,True,False,Q8NG77,Olfactory receptor 2T12,320
LTB4R2,Tier2_SURFY_only,True,False,Q9NPC1,Leukotriene B4 receptor 2,389
SPACA4,Tier2_SURFY_only,True,False,Q8TDM5,Sperm acrosome membrane-associated protein 4,124
OR52E8,Tier2_SURFY_only,True,False,Q6IFG1,Olfactory receptor 52E8,317
PCDHA10,Tier2_SURFY_only,True,False,Q9Y5I2,Protocadherin alpha-10,948
SLCO3A1,Tier2_SURFY_only,True,False,Q9UIG8,Solute carrier organic anion transporter family member 3A1,710
AMIGO2,Tier2_SURFY_only,True,False,Q86SJ2,Amphoterin-induced protein 2,522
EFNA5,Tier2_SURFY_only,True,False,P52803,Ephrin-A5,228
TAS2R46,Tier2_SURFY_only,True,False,P59540,Taste receptor type 2 member 46,309
ITGB8,Tier2_SURFY_only,True,False,P26012,Integrin beta-8,769
CNTN2,Tier2_SURFY_only,True,False,Q02246,Contactin-2,1040
ERBB4,Tier2_SURFY_only,True,False,Q15303,Receptor tyrosine-protein kinase erbB-4,1308
OR4K2,Tier2_SURFY_only,True,False,Q8NGD2,Olfactory receptor 4K2,314
OR9G9,Tier2_SURFY_only,True,False,P0C7N8,Olfactory receptor 9G9,305
OR4X1,Tier2_SURFY_only,True,False,Q8NH49,Olfactory receptor 4X1,305
CDH16,Tier2_SURFY_only,True,False,O75309,Cadherin-16,829
MFSD4,Tier2_SURFY_only,True,False,Q8N468,Major facilitator superfamily domain-containing protein 4,514
LINGO1,Tier2_SURFY_only,True,False,Q96FE5,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,620
SLC39A8,Tier2_SURFY_only,True,False,Q9C0K1,Zinc transporter ZIP8,460
ERVW-1,Tier2_SURFY_only,True,False,Q9UQF0,Syncytin-1,538
CDH15,Tier2_SURFY_only,True,False,P55291,Cadherin-15,814
ERVV-1,Tier2_SURFY_only,True,False,B6SEH8,Endogenous retrovirus group V member 1 Env polyprotein,477
CDCP1,Tier2_SURFY_only,True,False,Q9H5V8,CUB domain-containing protein 1,836
ABCC1,Tier2_SURFY_only,True,False,P33527,Multidrug resistance-associated protein 1,1531
GPR132,Tier2_SURFY_only,True,False,Q9UNW8,Probable G-protein coupled receptor 132,380
TMEM132E,Tier2_SURFY_only,True,False,Q6IEE7,Transmembrane protein 132E,984
SLC44A2,Tier2_SURFY_only,True,False,Q8IWA5,Choline transporter-like protein 2,706
OR5K3,Tier2_SURFY_only,True,False,A6NET4,Olfactory receptor 5K3,321
P2RX2,Tier2_SURFY_only,True,False,Q9UBL9,P2X purinoceptor 2,471
KIAA1549L,Tier2_SURFY_only,True,False,Q6ZVL6,UPF0606 protein KIAA1549L,1849
TMX4,Tier2_SURFY_only,True,False,Q9H1E5,Thioredoxin-related transmembrane protein 4,349
ABCC5,Tier2_SURFY_only,True,False,O15440,Multidrug resistance-associated protein 5,1437
RGMB,Tier2_SURFY_only,True,False,Q6NW40,RGM domain family member B,437
TAS2R38,Tier2_SURFY_only,True,False,P59533,Taste receptor type 2 member 38,333
OR2T5,Tier2_SURFY_only,True,False,Q6IEZ7,Olfactory receptor 2T5,315
CD101,Tier2_SURFY_only,True,False,Q93033,Immunoglobulin superfamily member 2,1021
ZP4,Tier2_SURFY_only,True,False,Q12836,Zona pellucida sperm-binding protein 4,540
OR14J1,Tier2_SURFY_only,True,False,Q9UGF5,Olfactory receptor 14J1,321
ASTN2,Tier2_SURFY_only,True,False,O75129,Astrotactin-2,1339
FPR3,Tier2_SURFY_only,True,False,P25089,N-formyl peptide receptor 3,353
GPR45,Tier2_SURFY_only,True,False,Q9Y5Y3,Probable G-protein coupled receptor 45,372
EPHB1,Tier2_SURFY_only,True,False,P54762,Ephrin type-B receptor 1,984
OR13F1,Tier2_SURFY_only,True,False,Q8NGS4,Olfactory receptor 13F1,319
SMO,Tier2_SURFY_only,True,False,Q99835,Smoothened homolog,787
EPHA3,Tier2_SURFY_only,True,False,P29320,Ephrin type-A receptor 3,983
CD22,Tier2_SURFY_only,True,False,P20273,B-cell receptor CD22,847
OR3A4P,Tier2_SURFY_only,True,False,P47883,Putative olfactory receptor 3A4,348
KCNJ3,Tier2_SURFY_only,True,False,P48549,G protein-activated inward rectifier potassium channel 1,501
PIEZO1,Tier2_SURFY_only,True,False,Q92508,Piezo-type mechanosensitive ion channel component 1,2521
SLCO2A1,Tier2_SURFY_only,True,False,Q92959,Solute carrier organic anion transporter family member 2A1,643
SLC8A1,Tier2_SURFY_only,True,False,P32418,Sodium/calcium exchanger 1,973
SLC45A2,Tier2_SURFY_only,True,False,Q9UMX9,Membrane-associated transporter protein,530
OR8H1,Tier2_SURFY_only,True,False,Q8NGG4,Olfactory receptor 8H1,311
ACP2,Tier2_SURFY_only,True,False,P11117,Lysosomal acid phosphatase,423
SCAP,Tier2_SURFY_only,True,False,Q12770,Sterol regulatory element-binding protein cleavage-activating protein,1279
OR52N4,Tier2_SURFY_only,True,False,Q8NGI2,Olfactory receptor 52N4,321
LRIT1,Tier2_SURFY_only,True,False,Q9P2V4,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1",623
PCDHGC5,Tier2_SURFY_only,True,False,Q9Y5F6,Protocadherin gamma-C5,944
IZUMO1,Tier2_SURFY_only,True,False,Q8IYV9,Izumo sperm-egg fusion protein 1,350
GPR161,Tier2_SURFY_only,True,False,Q8N6U8,G-protein coupled receptor 161,529
P2RY4,Tier2_SURFY_only,True,False,P51582,P2Y purinoceptor 4,365
TAS2R19,Tier2_SURFY_only,True,False,P59542,Taste receptor type 2 member 19,299
SCN10A,Tier2_SURFY_only,True,False,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,1956
RNFT1,Tier2_SURFY_only,True,False,Q5M7Z0,RING finger and transmembrane domain-containing protein 1,435
ALPPL2,Tier2_SURFY_only,True,False,P10696,"Alkaline phosphatase, placental-like",532
SLC1A3,Tier2_SURFY_only,True,False,P43003,Excitatory amino acid transporter 1,542
FCRL4,Tier2_SURFY_only,True,False,Q96PJ5,Fc receptor-like protein 4,515
OPRL1,Tier2_SURFY_only,True,False,P41146,Nociceptin receptor,370
DCBLD1,Tier2_SURFY_only,True,False,Q8N8Z6,"Discoidin, CUB and LCCL domain-containing protein 1",715
OR4P4,Tier2_SURFY_only,True,False,Q8NGL7,Olfactory receptor 4P4,312
PCDHB12,Tier2_SURFY_only,True,False,Q9Y5F1,Protocadherin beta-12,795
SCN9A,Tier2_SURFY_only,True,False,Q15858,Sodium channel protein type 9 subunit alpha,1988
CEACAM5,Tier2_SURFY_only,True,False,P06731,Carcinoembryonic antigen-related cell adhesion molecule 5,702
TMEM150A,Tier2_SURFY_only,True,False,Q86TG1,Transmembrane protein 150A,271
OR52R1,Tier2_SURFY_only,True,False,Q8NGF1,Olfactory receptor 52R1,315
SLC23A1,Tier2_SURFY_only,True,False,Q9UHI7,Solute carrier family 23 member 1,598
OR2T10,Tier2_SURFY_only,True,False,Q8NGZ9,Olfactory receptor 2T10,312
PCDH15,Tier2_SURFY_only,True,False,Q96QU1,Protocadherin-15,1955
IGDCC3,Tier2_SURFY_only,True,False,Q8IVU1,Immunoglobulin superfamily DCC subclass member 3,814
PCDHB2,Tier2_SURFY_only,True,False,Q9Y5E7,Protocadherin beta-2,798
GRIN1,Tier2_SURFY_only,True,False,Q05586,"Glutamate receptor ionotropic, NMDA 1",938
SEMA5A,Tier2_SURFY_only,True,False,Q13591,Semaphorin-5A,1074
SLC2A13,Tier2_SURFY_only,True,False,Q96QE2,Proton myo-inositol cotransporter,648
CD200R1L,Tier2_SURFY_only,True,False,Q6Q8B3,Cell surface glycoprotein CD200 receptor 2,271
SV2B,Tier2_SURFY_only,True,False,Q7L1I2,Synaptic vesicle glycoprotein 2B,683
RYK,Tier2_SURFY_only,True,False,P34925,Tyrosine-protein kinase RYK,604
PCDHGB5,Tier2_SURFY_only,True,False,Q9Y5G0,Protocadherin gamma-B5,923
EPCAM,Tier2_SURFY_only,True,False,P16422,Epithelial cell adhesion molecule,314
SLC28A2,Tier2_SURFY_only,True,False,O43868,Sodium/nucleoside cotransporter 2,658
MSR1,Tier2_SURFY_only,True,False,P21757,Macrophage scavenger receptor types I and II,451
GRM1,Tier2_SURFY_only,True,False,Q13255,Metabotropic glutamate receptor 1,1194
ERMAP,Tier2_SURFY_only,True,False,Q96PL5,Erythroid membrane-associated protein,475
IL11RA,Tier2_SURFY_only,True,False,Q14626,Interleukin-11 receptor subunit alpha,422
MCHR2,Tier2_SURFY_only,True,False,Q969V1,Melanin-concentrating hormone receptor 2,340
SLC7A5,Tier2_SURFY_only,True,False,Q01650,Large neutral amino acids transporter small subunit 1,507
SLC10A4,Tier2_SURFY_only,True,False,Q96EP9,Sodium/bile acid cotransporter 4,437
ABCC3,Tier2_SURFY_only,True,False,O15438,Canalicular multispecific organic anion transporter 2,1527
HRH3,Tier2_SURFY_only,True,False,Q9Y5N1,Histamine H3 receptor,445
CLDN24,Tier2_SURFY_only,True,False,A6NM45,Putative claudin-24,220
MSLN,Tier2_SURFY_only,True,False,Q13421,Mesothelin,630
LRP1B,Tier2_SURFY_only,True,False,Q9NZR2,Low-density lipoprotein receptor-related protein 1B,4599
CDH7,Tier2_SURFY_only,True,False,Q9ULB5,Cadherin-7,785
ERVK-21,Tier2_SURFY_only,True,False,P61565,Endogenous retrovirus group K member 21 Env polyprotein,698
OR5AK3P,Tier2_SURFY_only,True,False,Q8NH89,Putative olfactory receptor 5AK3,298
OR10K2,Tier2_SURFY_only,True,False,Q6IF99,Olfactory receptor 10K2,312
IGSF9,Tier2_SURFY_only,True,False,Q9P2J2,Protein turtle homolog A,1179
ICOSLG,Tier2_SURFY_only,True,False,O75144,ICOS ligand,302
OR4L1,Tier2_SURFY_only,True,False,Q8NH43,Olfactory receptor 4L1,312
NKAIN1,Tier2_SURFY_only,True,False,Q4KMZ8,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1,207
ABCA3,Tier2_SURFY_only,True,False,Q99758,ATP-binding cassette sub-family A member 3,1704
CLEC4G,Tier2_SURFY_only,True,False,Q6UXB4,C-type lectin domain family 4 member G,293
MIP,Tier2_SURFY_only,True,False,P30301,Lens fiber major intrinsic protein,263
OR5M8,Tier2_SURFY_only,True,False,Q8NGP6,Olfactory receptor 5M8,311
GNRHR2,Tier2_SURFY_only,True,False,Q96P88,Putative gonadotropin-releasing hormone II receptor,292
SLC13A4,Tier2_SURFY_only,True,False,Q9UKG4,Solute carrier family 13 member 4,626
DRD1,Tier2_SURFY_only,True,False,P21728,D(1A) dopamine receptor,446
